[E-582] matching-i |T|=25000 nodes=5001/5001/5001 bank=33490.458 start(tightened)=33490.458 T0=2.0 cool=0.9999 tabuK=200 fill_every=20000 seed=7
  it=20000 t=0s T=0.271 cur~33471.2 tightened=33473.515 best=33490.458 acc=6 worse=6
  it=2640000 t=46s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=124 worse=59
  it=2660000 t=46s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=124 worse=59
  it=2680000 t=47s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2700000 t=47s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2720000 t=47s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2740000 t=48s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2760000 t=48s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2780000 t=49s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  it=2800000 t=49s T=0.050 cur~33489.9 tightened=33490.458 best=33490.458 acc=125 worse=59
  [reheat] T<-2.0 resume best=33490.458
  it=2820000 t=49s T=0.271 cur~33460.3 tightened=33477.823 best=33490.458 acc=132 worse=65
  it=2840000 t=50s T=0.050 cur~33461.6 tightened=33479.385 best=33490.458 acc=133 worse=65
  it=2860000 t=50s T=0.050 cur~33469.2 tightened=33479.385 best=33490.458 acc=135 worse=65
  it=2880000 t=50s T=0.050 cur~33469.9 tightened=33487.046 best=33490.458 acc=138 worse=66
  it=2900000 t=51s T=0.050 cur~33469.9 tightened=33487.046 best=33490.458 acc=138 worse=66
  it=2920000 t=51s T=0.050 cur~33475.4 tightened=33487.046 best=33490.458 acc=139 worse=66
  it=2940000 t=52s T=0.050 cur~33476.8 tightened=33487.046 best=33490.458 acc=140 worse=66
  it=2960000 t=52s T=0.050 cur~33476.8 tightened=33487.046 best=33490.458 acc=140 worse=66
  it=2980000 t=52s T=0.050 cur~33478.6 tightened=33487.046 best=33490.458 acc=141 worse=66
  it=3000000 t=53s T=0.050 cur~33480.1 tightened=33487.046 best=33490.458 acc=143 worse=66
  it=3020000 t=53s T=0.050 cur~33480.2 tightened=33487.164 best=33490.458 acc=144 worse=66
  it=3040000 t=53s T=0.050 cur~33480.2 tightened=33487.164 best=33490.458 acc=144 worse=66
  it=3060000 t=54s T=0.050 cur~33483.5 tightened=33490.458 best=33490.458 acc=145 worse=66
  it=3080000 t=54s T=0.050 cur~33483.5 tightened=33490.458 best=33490.458 acc=145 worse=66
  it=3100000 t=54s T=0.050 cur~33484.7 tightened=33490.458 best=33490.458 acc=146 worse=66
  it=3120000 t=55s T=0.050 cur~33485.1 tightened=33490.458 best=33490.458 acc=147 worse=66
  it=3140000 t=55s T=0.050 cur~33485.0 tightened=33490.421 best=33490.458 acc=148 worse=67
  it=3160000 t=55s T=0.050 cur~33485.1 tightened=33490.458 best=33490.458 acc=149 worse=67
  it=3180000 t=56s T=0.050 cur~33485.1 tightened=33490.458 best=33490.458 acc=149 worse=67
  it=3200000 t=56s T=0.050 cur~33485.1 tightened=33490.458 best=33490.458 acc=149 worse=67
  [reheat] T<-2.0 resume best=33490.458
  it=3220000 t=57s T=0.271 cur~33473.6 tightened=33488.820 best=33490.458 acc=155 worse=73
  it=3240000 t=57s T=0.050 cur~33473.6 tightened=33488.820 best=33490.458 acc=155 worse=73
  it=3260000 t=57s T=0.050 cur~33478.6 tightened=33488.820 best=33490.458 acc=157 worse=74
  it=3280000 t=58s T=0.050 cur~33482.5 tightened=33488.820 best=33490.458 acc=158 worse=74
  it=3300000 t=58s T=0.050 cur~33482.4 tightened=33488.783 best=33490.458 acc=159 worse=75
  it=3320000 t=58s T=0.050 cur~33482.4 tightened=33488.783 best=33490.458 acc=159 worse=75
  it=3340000 t=59s T=0.050 cur~33482.9 tightened=33488.783 best=33490.458 acc=160 worse=75
  it=3360000 t=59s T=0.050 cur~33484.5 tightened=33490.421 best=33490.458 acc=161 worse=75
  it=3380000 t=59s T=0.050 cur~33484.5 tightened=33490.421 best=33490.458 acc=161 worse=75
  it=3400000 t=60s T=0.050 cur~33484.5 tightened=33490.421 best=33490.458 acc=161 worse=75
  it=3420000 t=60s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3440000 t=61s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3460000 t=61s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3480000 t=61s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3500000 t=62s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3520000 t=62s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=163 worse=75
  it=3540000 t=62s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=164 worse=76
  it=3560000 t=63s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=164 worse=76
  it=3580000 t=63s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=164 worse=76
  it=3600000 t=63s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=164 worse=76
  [reheat] T<-2.0 resume best=33490.458
  it=3620000 t=64s T=0.271 cur~33472.4 tightened=33474.231 best=33490.458 acc=170 worse=82
  it=3640000 t=64s T=0.050 cur~33483.7 tightened=33484.563 best=33490.458 acc=171 worse=82
  it=3660000 t=64s T=0.050 cur~33483.7 tightened=33484.563 best=33490.458 acc=171 worse=82
  it=3680000 t=65s T=0.050 cur~33485.0 tightened=33488.458 best=33490.458 acc=172 worse=82
  it=3700000 t=65s T=0.050 cur~33489.4 tightened=33490.235 best=33490.458 acc=175 worse=82
  it=3720000 t=65s T=0.050 cur~33489.4 tightened=33490.235 best=33490.458 acc=175 worse=82
  it=3740000 t=66s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=176 worse=82
  it=3760000 t=66s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=176 worse=82
  it=3780000 t=66s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=176 worse=82
  it=3800000 t=67s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=176 worse=82
  it=3820000 t=67s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3840000 t=67s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3860000 t=68s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3880000 t=68s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3900000 t=68s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3920000 t=68s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=177 worse=82
  it=3940000 t=69s T=0.050 cur~33490.4 tightened=33490.458 best=33490.458 acc=178 worse=83
  it=3960000 t=69s T=0.050 cur~33490.4 tightened=33490.458 best=33490.458 acc=178 worse=83
  it=3980000 t=69s T=0.050 cur~33490.4 tightened=33490.458 best=33490.458 acc=178 worse=83
  it=4000000 t=70s T=0.050 cur~33490.4 tightened=33490.458 best=33490.458 acc=178 worse=83
  [reheat] T<-2.0 resume best=33490.458
  it=4020000 t=70s T=0.271 cur~33466.4 tightened=33479.643 best=33490.458 acc=192 worse=92
  it=4040000 t=70s T=0.050 cur~33466.0 tightened=33479.643 best=33490.458 acc=193 worse=93
  it=4060000 t=71s T=0.050 cur~33469.7 tightened=33485.654 best=33490.458 acc=196 worse=95
  it=4080000 t=71s T=0.050 cur~33469.6 tightened=33485.654 best=33490.458 acc=197 worse=96
  it=4100000 t=72s T=0.050 cur~33469.6 tightened=33485.654 best=33490.458 acc=197 worse=96
  it=4120000 t=72s T=0.050 cur~33476.7 tightened=33485.654 best=33490.458 acc=198 worse=96
  it=4140000 t=72s T=0.050 cur~33476.7 tightened=33485.654 best=33490.458 acc=198 worse=96
  it=4160000 t=73s T=0.050 cur~33479.6 tightened=33487.521 best=33490.458 acc=201 worse=96
  it=4180000 t=73s T=0.050 cur~33479.6 tightened=33487.521 best=33490.458 acc=201 worse=96
  it=4200000 t=73s T=0.050 cur~33479.6 tightened=33487.521 best=33490.458 acc=201 worse=96
  it=4220000 t=74s T=0.050 cur~33479.7 tightened=33487.521 best=33490.458 acc=202 worse=96
  it=4240000 t=74s T=0.050 cur~33480.1 tightened=33487.849 best=33490.458 acc=203 worse=96
  it=4260000 t=74s T=0.050 cur~33480.1 tightened=33487.849 best=33490.458 acc=203 worse=96
  it=4280000 t=75s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4300000 t=75s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4320000 t=75s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4340000 t=76s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4360000 t=76s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4380000 t=76s T=0.050 cur~33485.2 tightened=33486.083 best=33490.458 acc=206 worse=96
  it=4400000 t=77s T=0.050 cur~33485.5 tightened=33486.411 best=33490.458 acc=207 worse=96
  [reheat] T<-2.0 resume best=33490.458
  it=4420000 t=77s T=0.271 cur~33468.9 tightened=33477.278 best=33490.458 acc=217 worse=106
  it=4440000 t=77s T=0.050 cur~33469.9 tightened=33478.253 best=33490.458 acc=218 worse=106
  it=4460000 t=78s T=0.050 cur~33476.2 tightened=33484.626 best=33490.458 acc=220 worse=106
  it=4480000 t=78s T=0.050 cur~33476.3 tightened=33484.663 best=33490.458 acc=221 worse=106
  it=4500000 t=78s T=0.050 cur~33476.3 tightened=33484.663 best=33490.458 acc=221 worse=106
  it=4520000 t=79s T=0.050 cur~33476.4 tightened=33484.663 best=33490.458 acc=222 worse=106
  it=4540000 t=79s T=0.050 cur~33479.8 tightened=33488.429 best=33490.458 acc=223 worse=106
  it=4560000 t=79s T=0.050 cur~33479.8 tightened=33488.429 best=33490.458 acc=223 worse=106
  it=4580000 t=80s T=0.050 cur~33488.1 tightened=33488.392 best=33490.458 acc=226 worse=107
  it=4600000 t=80s T=0.050 cur~33488.1 tightened=33488.392 best=33490.458 acc=226 worse=107
  it=4620000 t=80s T=0.050 cur~33488.1 tightened=33488.392 best=33490.458 acc=226 worse=107
  it=4640000 t=81s T=0.050 cur~33488.1 tightened=33488.392 best=33490.458 acc=226 worse=107
  it=4660000 t=81s T=0.050 cur~33488.1 tightened=33488.392 best=33490.458 acc=226 worse=107
  it=4680000 t=81s T=0.050 cur~33488.4 tightened=33488.392 best=33490.458 acc=227 worse=107
  it=4700000 t=82s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  it=4720000 t=82s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  it=4740000 t=82s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  it=4760000 t=82s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  it=4780000 t=83s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  it=4800000 t=83s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=229 worse=107
  [reheat] T<-2.0 resume best=33490.458
  it=4820000 t=83s T=0.271 cur~33475.3 tightened=33489.866 best=33490.458 acc=235 worse=113
  it=4840000 t=84s T=0.050 cur~33475.2 tightened=33489.866 best=33490.458 acc=236 worse=114
  it=4860000 t=84s T=0.050 cur~33475.2 tightened=33489.866 best=33490.458 acc=236 worse=114
  it=4880000 t=84s T=0.050 cur~33475.2 tightened=33489.866 best=33490.458 acc=236 worse=114
  it=4900000 t=85s T=0.050 cur~33475.2 tightened=33489.866 best=33490.458 acc=236 worse=114
  it=4920000 t=85s T=0.050 cur~33475.8 tightened=33490.458 best=33490.458 acc=237 worse=114
  it=4940000 t=85s T=0.050 cur~33475.8 tightened=33490.458 best=33490.458 acc=237 worse=114
  it=4960000 t=86s T=0.050 cur~33477.7 tightened=33490.458 best=33490.458 acc=238 worse=114
  it=4980000 t=86s T=0.050 cur~33486.3 tightened=33490.458 best=33490.458 acc=239 worse=114
  it=5000000 t=86s T=0.050 cur~33486.3 tightened=33490.458 best=33490.458 acc=239 worse=114
  it=5020000 t=87s T=0.050 cur~33488.9 tightened=33490.458 best=33490.458 acc=240 worse=114
  it=5040000 t=87s T=0.050 cur~33489.1 tightened=33490.458 best=33490.458 acc=241 worse=114
  it=5060000 t=87s T=0.050 cur~33489.1 tightened=33490.458 best=33490.458 acc=241 worse=114
  it=5080000 t=88s T=0.050 cur~33489.1 tightened=33490.458 best=33490.458 acc=241 worse=114
  it=5100000 t=88s T=0.050 cur~33489.7 tightened=33490.458 best=33490.458 acc=242 worse=114
  it=5120000 t=88s T=0.050 cur~33489.7 tightened=33490.458 best=33490.458 acc=242 worse=114
  it=5140000 t=89s T=0.050 cur~33489.7 tightened=33490.458 best=33490.458 acc=242 worse=114
  it=5160000 t=89s T=0.050 cur~33489.7 tightened=33490.458 best=33490.458 acc=242 worse=114
  it=5180000 t=89s T=0.050 cur~33490.0 tightened=33490.458 best=33490.458 acc=243 worse=114
  it=5200000 t=90s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=244 worse=114
  [reheat] T<-2.0 resume best=33490.458
  it=5220000 t=90s T=0.271 cur~33466.0 tightened=33478.888 best=33490.458 acc=251 worse=121
  it=5240000 t=90s T=0.050 cur~33469.0 tightened=33478.888 best=33490.458 acc=252 worse=121
  it=5260000 t=91s T=0.050 cur~33477.0 tightened=33481.392 best=33490.458 acc=254 worse=122
  it=5280000 t=91s T=0.050 cur~33477.0 tightened=33481.392 best=33490.458 acc=254 worse=122
  it=5300000 t=91s T=0.050 cur~33477.0 tightened=33481.392 best=33490.458 acc=254 worse=122
