error    libmamba Could not set lock (Resource temporarily unavailable)
[E-678 s422] best=72135.47 (+-1118.01 vs bank) it=24 acc=24 [13s]
[E-678 s422] best=72141.43 (+-1112.05 vs bank) it=25 acc=25 [13s]
[E-678 s422] best=72146.85 (+-1106.63 vs bank) it=26 acc=26 [14s]
[E-678 s422] best=72162.80 (+-1090.68 vs bank) it=27 acc=27 [14s]
[E-678 s422] best=72180.85 (+-1072.63 vs bank) it=28 acc=28 [15s]
[E-678 s422] best=72189.83 (+-1063.65 vs bank) it=29 acc=29 [15s]
[E-678 s422] best=72202.21 (+-1051.27 vs bank) it=30 acc=30 [16s]
[E-678 s422] best=72226.67 (+-1026.81 vs bank) it=31 acc=31 [16s]
[E-678 s422] best=72240.65 (+-1012.83 vs bank) it=32 acc=32 [17s]
[E-678 s422] best=72244.63 (+-1008.85 vs bank) it=33 acc=33 [17s]
[E-678 s422] best=72255.47 (+-998.01 vs bank) it=34 acc=34 [18s]
[E-678 s422] best=72259.13 (+-994.35 vs bank) it=35 acc=35 [18s]
[E-678 s422] best=72264.21 (+-989.26 vs bank) it=36 acc=36 [19s]
[E-678 s422] best=72269.37 (+-984.11 vs bank) it=37 acc=37 [19s]
[E-678 s422] best=72285.47 (+-968.01 vs bank) it=38 acc=38 [19s]
[E-678 s422] best=72299.24 (+-954.24 vs bank) it=39 acc=39 [20s]
[E-678 s422] best=72304.12 (+-949.36 vs bank) it=40 acc=40 [20s]
[E-678 s422] best=72308.97 (+-944.51 vs bank) it=41 acc=41 [21s]
[E-678 s422] best=72320.29 (+-933.19 vs bank) it=42 acc=42 [21s]
[E-678 s422] best=72330.30 (+-923.18 vs bank) it=43 acc=43 [22s]
[E-678 s422] best=72336.73 (+-916.75 vs bank) it=44 acc=44 [22s]
[E-678 s422] best=72351.09 (+-902.39 vs bank) it=45 acc=45 [23s]
[E-678 s422] best=72359.26 (+-894.22 vs bank) it=46 acc=46 [23s]
[E-678 s422] best=72367.94 (+-885.54 vs bank) it=47 acc=47 [24s]
[E-678 s422] best=72383.59 (+-869.89 vs bank) it=48 acc=48 [24s]
[E-678 s422] best=72394.38 (+-859.10 vs bank) it=49 acc=49 [25s]
[E-678 s422] best=72395.87 (+-857.61 vs bank) it=50 acc=50 [25s]
[E-678 s422] best=72401.94 (+-851.54 vs bank) it=51 acc=51 [26s]
[E-678 s422] best=72404.76 (+-848.72 vs bank) it=52 acc=52 [26s]
[E-678 s422] best=72421.56 (+-831.92 vs bank) it=53 acc=53 [27s]
[E-678 s422] best=72428.51 (+-824.97 vs bank) it=54 acc=54 [27s]
[E-678 s422] best=72429.31 (+-824.17 vs bank) it=55 acc=55 [28s]
[E-678 s422] best=72443.83 (+-809.65 vs bank) it=56 acc=56 [28s]
[E-678 s422] best=72449.52 (+-803.96 vs bank) it=57 acc=57 [29s]
[E-678 s422] best=72455.37 (+-798.11 vs bank) it=58 acc=58 [29s]
[E-678 s422] best=72465.11 (+-788.37 vs bank) it=59 acc=59 [30s]
[E-678 s422] best=72468.58 (+-784.90 vs bank) it=60 acc=60 [30s]
[E-678 s422] best=72474.72 (+-778.76 vs bank) it=61 acc=61 [31s]
[E-678 s422] best=72479.01 (+-774.47 vs bank) it=62 acc=62 [31s]
[E-678 s422] best=72489.63 (+-763.85 vs bank) it=63 acc=63 [31s]
[E-678 s422] best=72491.13 (+-762.35 vs bank) it=64 acc=64 [32s]
[E-678 s422] best=72496.22 (+-757.26 vs bank) it=65 acc=65 [32s]
[E-678 s422] best=72500.93 (+-752.55 vs bank) it=66 acc=66 [33s]
[E-678 s422] best=72506.81 (+-746.67 vs bank) it=67 acc=67 [33s]
[E-678 s422] best=72510.59 (+-742.89 vs bank) it=68 acc=68 [34s]
[E-678 s422] best=72513.36 (+-740.12 vs bank) it=69 acc=69 [34s]
[E-678 s422] best=72514.65 (+-738.83 vs bank) it=70 acc=70 [35s]
[E-678 s422] best=72521.19 (+-732.29 vs bank) it=71 acc=71 [35s]
[E-678 s422] best=72535.17 (+-718.31 vs bank) it=74 acc=74 [37s]
[E-678 s422] best=72538.94 (+-714.54 vs bank) it=75 acc=75 [37s]
[E-678 s422] best=72546.91 (+-706.57 vs bank) it=76 acc=76 [38s]
[E-678 s422] best=72553.03 (+-700.45 vs bank) it=77 acc=77 [38s]
[E-678 s422] best=72554.33 (+-699.15 vs bank) it=78 acc=78 [38s]
[E-678 s422] best=72555.06 (+-698.42 vs bank) it=80 acc=80 [39s]
[E-678 s422] best=72556.79 (+-696.69 vs bank) it=81 acc=81 [40s]
[E-678 s422] best=72559.58 (+-693.90 vs bank) it=82 acc=82 [40s]
[E-678 s422] best=72563.31 (+-690.17 vs bank) it=83 acc=83 [41s]
[E-678 s422] best=72564.63 (+-688.85 vs bank) it=84 acc=84 [41s]
[E-678 s422] best=72567.92 (+-685.56 vs bank) it=85 acc=85 [42s]
[E-678 s422] best=72571.34 (+-682.14 vs bank) it=86 acc=86 [42s]
[E-678 s422] best=72572.55 (+-680.93 vs bank) it=87 acc=87 [43s]
[E-678 s422] best=72578.08 (+-675.40 vs bank) it=88 acc=88 [43s]
[E-678 s422] best=72583.82 (+-669.66 vs bank) it=89 acc=89 [44s]
[E-678 s422] best=72583.97 (+-669.51 vs bank) it=90 acc=90 [44s]
[E-678 s422] best=72585.90 (+-667.58 vs bank) it=91 acc=91 [45s]
[E-678 s422] best=72591.18 (+-662.30 vs bank) it=93 acc=93 [46s]
[E-678 s422] best=72597.85 (+-655.63 vs bank) it=94 acc=94 [46s]
[E-678 s422] best=72598.43 (+-655.05 vs bank) it=95 acc=95 [47s]
[E-678 s422] best=72610.25 (+-643.23 vs bank) it=96 acc=96 [47s]
[E-678 s422] best=72611.17 (+-642.31 vs bank) it=97 acc=97 [48s]
[E-678 s422] best=72612.99 (+-640.49 vs bank) it=98 acc=98 [48s]
[E-678 s422] best=72616.91 (+-636.57 vs bank) it=99 acc=99 [49s]
[E-678 s422] best=72619.21 (+-634.27 vs bank) it=100 acc=100 [49s]
[E-678 s422] it=100 cur=72619.21 best=72619.21 [49s]
[E-678 s422] best=72620.00 (+-633.48 vs bank) it=101 acc=101 [49s]
[E-678 s422] best=72620.94 (+-632.54 vs bank) it=102 acc=102 [50s]
[E-678 s422] best=72621.34 (+-632.14 vs bank) it=103 acc=103 [50s]
[E-678 s422] best=72622.05 (+-631.43 vs bank) it=104 acc=104 [51s]
[E-678 s422] best=72626.56 (+-626.92 vs bank) it=105 acc=105 [51s]
[E-678 s422] best=72636.59 (+-616.89 vs bank) it=106 acc=106 [52s]
[E-678 s422] best=72638.25 (+-615.23 vs bank) it=107 acc=107 [52s]
[E-678 s422] best=72639.38 (+-614.10 vs bank) it=108 acc=108 [52s]
[E-678 s422] best=72646.68 (+-606.80 vs bank) it=109 acc=109 [53s]
[E-678 s422] best=72648.63 (+-604.85 vs bank) it=110 acc=110 [53s]
[E-678 s422] best=72649.81 (+-603.67 vs bank) it=113 acc=113 [55s]
[E-678 s422] best=72650.36 (+-603.12 vs bank) it=115 acc=115 [55s]
[E-678 s422] best=72652.27 (+-601.21 vs bank) it=118 acc=118 [57s]
[E-678 s422] best=72657.08 (+-596.40 vs bank) it=119 acc=119 [57s]
[E-678 s422] best=72660.32 (+-593.16 vs bank) it=121 acc=121 [58s]
[E-678 s422] best=72660.89 (+-592.59 vs bank) it=122 acc=122 [58s]
[E-678 s422] best=72664.03 (+-589.45 vs bank) it=124 acc=124 [59s]
[E-678 s422] best=72665.80 (+-587.68 vs bank) it=125 acc=125 [60s]
[E-678 s422] best=72667.24 (+-586.24 vs bank) it=126 acc=126 [60s]
[E-678 s422] best=72667.73 (+-585.75 vs bank) it=127 acc=127 [60s]
[E-678 s422] best=72672.14 (+-581.34 vs bank) it=129 acc=129 [61s]
[E-678 s422] best=72672.99 (+-580.49 vs bank) it=130 acc=130 [62s]
[E-678 s422] best=72673.38 (+-580.10 vs bank) it=131 acc=131 [62s]
[E-678 s422] best=72674.95 (+-578.53 vs bank) it=132 acc=132 [63s]
[E-678 s422] best=72675.58 (+-577.90 vs bank) it=133 acc=133 [63s]
[E-678 s422] best=72681.05 (+-572.43 vs bank) it=134 acc=134 [63s]
[E-678 s422] best=72682.81 (+-570.67 vs bank) it=135 acc=135 [64s]
[E-678 s422] best=72686.25 (+-567.23 vs bank) it=136 acc=136 [64s]
[E-678 s422] best=72686.35 (+-567.13 vs bank) it=139 acc=139 [66s]
[E-678 s422] best=72687.59 (+-565.89 vs bank) it=141 acc=141 [67s]
[E-678 s422] best=72688.10 (+-565.38 vs bank) it=142 acc=142 [67s]
[E-678 s422] best=72690.88 (+-562.60 vs bank) it=143 acc=143 [68s]
[E-678 s422] best=72691.16 (+-562.32 vs bank) it=144 acc=144 [68s]
[E-678 s422] best=72694.44 (+-559.04 vs bank) it=150 acc=150 [71s]
[E-678 s422] best=72695.26 (+-558.22 vs bank) it=151 acc=151 [71s]
[E-678 s422] best=72695.50 (+-557.98 vs bank) it=152 acc=152 [72s]
[E-678 s422] best=72695.71 (+-557.77 vs bank) it=154 acc=154 [73s]
[E-678 s422] best=72696.80 (+-556.68 vs bank) it=155 acc=155 [73s]
[E-678 s422] best=72700.21 (+-553.27 vs bank) it=156 acc=156 [73s]
[E-678 s422] best=72705.16 (+-548.32 vs bank) it=158 acc=158 [74s]
[E-678 s422] best=72706.32 (+-547.16 vs bank) it=159 acc=159 [75s]
[E-678 s422] best=72709.30 (+-544.18 vs bank) it=160 acc=160 [75s]
[E-678 s422] best=72712.89 (+-540.59 vs bank) it=161 acc=161 [76s]
[E-678 s422] best=72714.07 (+-539.41 vs bank) it=162 acc=162 [76s]
[E-678 s422] best=72715.31 (+-538.17 vs bank) it=163 acc=163 [77s]
[E-678 s422] best=72716.08 (+-537.40 vs bank) it=164 acc=164 [77s]
[E-678 s422] best=72718.18 (+-535.30 vs bank) it=167 acc=167 [79s]
[E-678 s422] best=72718.93 (+-534.55 vs bank) it=168 acc=168 [79s]
[E-678 s422] best=72720.91 (+-532.57 vs bank) it=169 acc=169 [80s]
[E-678 s422] best=72721.50 (+-531.98 vs bank) it=170 acc=170 [80s]
[E-678 s422] best=72723.67 (+-529.81 vs bank) it=171 acc=171 [80s]
[E-678 s422] best=72725.46 (+-528.02 vs bank) it=175 acc=175 [82s]
[E-678 s422] best=72725.61 (+-527.87 vs bank) it=176 acc=176 [83s]
[E-678 s422] best=72727.74 (+-525.74 vs bank) it=177 acc=177 [83s]
[E-678 s422] best=72729.00 (+-524.48 vs bank) it=178 acc=178 [84s]
[E-678 s422] best=72731.24 (+-522.24 vs bank) it=179 acc=179 [84s]
[E-678 s422] best=72734.07 (+-519.41 vs bank) it=180 acc=180 [85s]
[E-678 s422] best=72736.22 (+-517.26 vs bank) it=183 acc=183 [86s]
[E-678 s422] best=72738.66 (+-514.82 vs bank) it=184 acc=184 [86s]
[E-678 s422] best=72739.54 (+-513.94 vs bank) it=186 acc=186 [87s]
[E-678 s422] best=72740.47 (+-513.01 vs bank) it=187 acc=187 [88s]
[E-678 s422] best=72743.67 (+-509.81 vs bank) it=188 acc=188 [88s]
[E-678 s422] best=72744.82 (+-508.66 vs bank) it=189 acc=189 [89s]
[E-678 s422] best=72745.68 (+-507.80 vs bank) it=190 acc=190 [89s]
[E-678 s422] best=72745.78 (+-507.70 vs bank) it=193 acc=193 [90s]
[E-678 s422] best=72747.96 (+-505.52 vs bank) it=196 acc=196 [92s]
[E-678 s422] best=72750.90 (+-502.58 vs bank) it=200 acc=200 [94s]
[E-678 s422] it=200 cur=72750.90 best=72750.90 [94s]
[E-678 s422] best=72755.14 (+-498.34 vs bank) it=201 acc=201 [94s]
[E-678 s422] best=72755.55 (+-497.93 vs bank) it=202 acc=202 [95s]
[E-678 s422] best=72759.27 (+-494.21 vs bank) it=203 acc=203 [95s]
[E-678 s422] best=72759.96 (+-493.52 vs bank) it=204 acc=204 [95s]
[E-678 s422] best=72764.01 (+-489.47 vs bank) it=207 acc=207 [97s]
[E-678 s422] best=72766.92 (+-486.56 vs bank) it=209 acc=209 [98s]
[E-678 s422] best=72767.08 (+-486.40 vs bank) it=216 acc=216 [101s]
[E-678 s422] best=72770.42 (+-483.06 vs bank) it=217 acc=217 [101s]
[E-678 s422] best=72776.06 (+-477.42 vs bank) it=219 acc=219 [102s]
[E-678 s422] best=72778.93 (+-474.54 vs bank) it=220 acc=220 [103s]
[E-678 s422] best=72782.86 (+-470.62 vs bank) it=221 acc=221 [103s]
[E-678 s422] best=72785.03 (+-468.45 vs bank) it=223 acc=223 [104s]
[E-678 s422] best=72787.99 (+-465.49 vs bank) it=225 acc=225 [105s]
[E-678 s422] best=72792.49 (+-460.99 vs bank) it=227 acc=227 [106s]
[E-678 s422] best=72792.80 (+-460.68 vs bank) it=228 acc=228 [106s]
[E-678 s422] best=72794.61 (+-458.87 vs bank) it=229 acc=229 [107s]
[E-678 s422] best=72795.29 (+-458.19 vs bank) it=231 acc=231 [108s]
[E-678 s422] best=72798.96 (+-454.52 vs bank) it=234 acc=234 [109s]
[E-678 s422] best=72799.16 (+-454.32 vs bank) it=236 acc=236 [110s]
[E-678 s422] best=72800.26 (+-453.22 vs bank) it=237 acc=237 [110s]
[E-678 s422] best=72800.45 (+-453.03 vs bank) it=245 acc=245 [114s]
[E-678 s422] best=72803.42 (+-450.06 vs bank) it=247 acc=247 [115s]
[E-678 s422] best=72803.43 (+-450.05 vs bank) it=251 acc=251 [117s]
[E-678 s422] best=72803.87 (+-449.61 vs bank) it=254 acc=254 [118s]
[E-678 s422] best=72804.91 (+-448.57 vs bank) it=256 acc=256 [119s]
[E-678 s422] best=72808.70 (+-444.78 vs bank) it=260 acc=260 [121s]
[E-678 s422] best=72809.17 (+-444.31 vs bank) it=261 acc=261 [121s]
[E-678 s422] best=72811.50 (+-441.98 vs bank) it=263 acc=263 [122s]
[E-678 s422] best=72813.47 (+-440.01 vs bank) it=264 acc=264 [122s]
[E-678 s422] best=72815.73 (+-437.75 vs bank) it=265 acc=265 [123s]
[E-678 s422] best=72815.74 (+-437.74 vs bank) it=266 acc=266 [123s]
[E-678 s422] best=72817.18 (+-436.30 vs bank) it=268 acc=268 [124s]
[E-678 s422] best=72824.25 (+-429.23 vs bank) it=269 acc=269 [124s]
[E-678 s422] best=72826.26 (+-427.22 vs bank) it=271 acc=271 [125s]
[E-678 s422] best=72827.71 (+-425.77 vs bank) it=273 acc=273 [126s]
[E-678 s422] best=72830.63 (+-422.85 vs bank) it=278 acc=278 [128s]
[E-678 s422] best=72832.47 (+-421.01 vs bank) it=280 acc=280 [129s]
[E-678 s422] best=72835.31 (+-418.17 vs bank) it=283 acc=283 [130s]
[E-678 s422] best=72836.93 (+-416.55 vs bank) it=287 acc=287 [132s]
[E-678 s422] best=72837.03 (+-416.45 vs bank) it=289 acc=289 [133s]
[E-678 s422] best=72839.25 (+-414.23 vs bank) it=292 acc=292 [134s]
[E-678 s422] best=72840.01 (+-413.47 vs bank) it=298 acc=298 [137s]
[E-678 s422] it=300 cur=72840.01 best=72840.01 [137s]
[E-678 s422] best=72840.88 (+-412.60 vs bank) it=302 acc=302 [138s]
[E-678 s422] best=72841.19 (+-412.29 vs bank) it=305 acc=305 [140s]
[E-678 s422] best=72843.96 (+-409.52 vs bank) it=308 acc=308 [141s]
[E-678 s422] best=72844.40 (+-409.08 vs bank) it=311 acc=311 [142s]
[E-678 s422] best=72846.13 (+-407.35 vs bank) it=312 acc=312 [142s]
[E-678 s422] best=72847.04 (+-406.44 vs bank) it=315 acc=315 [144s]
[E-678 s422] best=72849.04 (+-404.44 vs bank) it=317 acc=317 [144s]
[E-678 s422] best=72849.30 (+-404.18 vs bank) it=318 acc=318 [145s]
[E-678 s422] best=72850.37 (+-403.11 vs bank) it=325 acc=325 [148s]
[E-678 s422] best=72851.71 (+-401.77 vs bank) it=336 acc=336 [152s]
[E-678 s422] best=72852.09 (+-401.39 vs bank) it=352 acc=352 [159s]
[E-678 s422] best=72852.14 (+-401.34 vs bank) it=360 acc=360 [163s]
[E-678 s422] best=72852.62 (+-400.86 vs bank) it=363 acc=363 [164s]
[E-678 s422] best=72853.24 (+-400.24 vs bank) it=365 acc=365 [165s]
[E-678 s422] best=72854.01 (+-399.47 vs bank) it=383 acc=383 [173s]
[E-678 s422] best=72854.54 (+-398.93 vs bank) it=384 acc=384 [174s]
[E-678 s422] best=72857.91 (+-395.57 vs bank) it=385 acc=385 [174s]
[E-678 s422] best=72861.29 (+-392.19 vs bank) it=386 acc=386 [175s]
[E-678 s422] best=72863.24 (+-390.24 vs bank) it=394 acc=394 [178s]
[E-678 s422] best=72865.90 (+-387.58 vs bank) it=395 acc=395 [179s]
[E-678 s422] it=400 cur=72865.90 best=72865.90 [181s]
[E-678 s422] best=72866.01 (+-387.47 vs bank) it=401 acc=401 [181s]
[E-678 s422] best=72866.16 (+-387.32 vs bank) it=404 acc=404 [183s]
[E-678 s422] best=72867.21 (+-386.27 vs bank) it=406 acc=406 [184s]
[E-678 s422] best=72869.20 (+-384.28 vs bank) it=408 acc=408 [184s]
[E-678 s422] best=72871.79 (+-381.69 vs bank) it=413 acc=413 [187s]
[E-678 s422] best=72872.26 (+-381.22 vs bank) it=428 acc=428 [193s]
[E-678 s422] best=72874.14 (+-379.34 vs bank) it=438 acc=438 [197s]
[E-678 s422] best=72874.40 (+-379.08 vs bank) it=440 acc=440 [198s]
[E-678 s422] best=72878.05 (+-375.43 vs bank) it=462 acc=462 [208s]
[E-678 s422] best=72878.57 (+-374.91 vs bank) it=488 acc=488 [219s]
[E-678 s422] best=72879.13 (+-374.35 vs bank) it=494 acc=494 [222s]
[E-678 s422] best=72879.61 (+-373.87 vs bank) it=500 acc=500 [225s]
[E-678 s422] it=500 cur=72879.61 best=72879.61 [225s]
[E-678 s422] best=72879.64 (+-373.84 vs bank) it=524 acc=524 [235s]
[E-678 s422] best=72881.96 (+-371.51 vs bank) it=545 acc=545 [245s]
[E-678 s422] it=600 cur=72881.96 best=72881.96 [270s]
[E-678 s422] best=72883.49 (+-369.99 vs bank) it=611 acc=611 [275s]
[E-678 s422] best=72886.16 (+-367.32 vs bank) it=625 acc=625 [282s]
[E-678 s422] best=72886.59 (+-366.89 vs bank) it=629 acc=629 [284s]
[E-678 s422] best=72887.40 (+-366.08 vs bank) it=631 acc=631 [284s]
[E-678 s422] best=72888.29 (+-365.19 vs bank) it=659 acc=659 [297s]
[E-678 s422] best=72888.88 (+-364.60 vs bank) it=660 acc=660 [298s]
[E-678 s422] best=72890.74 (+-362.74 vs bank) it=670 acc=670 [302s]
[E-678 s422] best=72890.86 (+-362.62 vs bank) it=683 acc=683 [308s]
[E-678 s422] best=72891.29 (+-362.19 vs bank) it=692 acc=692 [312s]
[E-678 s422] best=72892.00 (+-361.48 vs bank) it=693 acc=693 [313s]
[E-678 s422] it=700 cur=72892.00 best=72892.00 [316s]
[E-678 s422] best=72892.38 (+-361.10 vs bank) it=707 acc=707 [319s]
[E-678 s422] best=72892.75 (+-360.73 vs bank) it=718 acc=718 [325s]
[E-678 s422] best=72895.19 (+-358.29 vs bank) it=719 acc=719 [325s]
[E-678 s422] best=72896.06 (+-357.42 vs bank) it=721 acc=721 [326s]
[E-678 s422] best=72896.25 (+-357.23 vs bank) it=724 acc=724 [327s]
[E-678 s422] best=72897.25 (+-356.23 vs bank) it=728 acc=728 [329s]
[E-678 s422] best=72897.71 (+-355.77 vs bank) it=734 acc=734 [332s]
[E-678 s422] best=72898.01 (+-355.46 vs bank) it=736 acc=736 [333s]
[E-678 s422] best=72898.32 (+-355.16 vs bank) it=747 acc=747 [338s]
[E-678 s422] best=72899.68 (+-353.80 vs bank) it=753 acc=753 [341s]
[E-678 s422] best=72901.22 (+-352.26 vs bank) it=780 acc=780 [353s]
[E-678 s422] best=72901.24 (+-352.24 vs bank) it=784 acc=784 [355s]
[E-678 s422] best=72902.29 (+-351.19 vs bank) it=786 acc=786 [356s]
[E-678 s422] best=72904.98 (+-348.50 vs bank) it=787 acc=787 [356s]
[E-678 s422] best=72905.69 (+-347.79 vs bank) it=790 acc=790 [358s]
[E-678 s422] best=72906.13 (+-347.35 vs bank) it=791 acc=791 [358s]
[E-678 s422] best=72906.45 (+-347.03 vs bank) it=799 acc=799 [361s]
[E-678 s422] it=800 cur=72906.45 best=72906.45 [362s]
[E-678 s422] best=72907.48 (+-346.00 vs bank) it=824 acc=824 [372s]
[E-678 s422] best=72908.58 (+-344.90 vs bank) it=829 acc=829 [374s]
[E-678 s422] best=72909.66 (+-343.82 vs bank) it=831 acc=831 [375s]
[E-678 s422] best=72912.88 (+-340.60 vs bank) it=847 acc=847 [383s]
[E-678 s422] best=72913.21 (+-340.27 vs bank) it=853 acc=853 [385s]
[E-678 s422] best=72913.79 (+-339.69 vs bank) it=859 acc=859 [388s]
[E-678 s422] best=72914.26 (+-339.22 vs bank) it=860 acc=860 [388s]
[E-678 s422] best=72915.77 (+-337.71 vs bank) it=872 acc=872 [394s]
[E-678 s422] best=72917.33 (+-336.15 vs bank) it=889 acc=889 [401s]
[E-678 s422] it=900 cur=72917.33 best=72917.33 [406s]
[E-678 s422] best=72918.31 (+-335.17 vs bank) it=907 acc=907 [409s]
[E-678 s422] best=72921.02 (+-332.46 vs bank) it=911 acc=911 [410s]
[E-678 s422] best=72921.13 (+-332.35 vs bank) it=914 acc=914 [412s]
[E-678 s422] best=72921.59 (+-331.89 vs bank) it=932 acc=932 [420s]
[E-678 s422] best=72924.79 (+-328.69 vs bank) it=954 acc=954 [429s]
[E-678 s422] best=72926.31 (+-327.17 vs bank) it=960 acc=960 [432s]
[E-678 s422] it=1000 cur=72926.31 best=72926.31 [450s]
[E-678 s422] best=72929.01 (+-324.47 vs bank) it=1023 acc=1023 [460s]
[E-678 s422] best=72932.36 (+-321.12 vs bank) it=1059 acc=1059 [476s]
[E-678 s422] best=72932.77 (+-320.71 vs bank) it=1096 acc=1096 [492s]
[E-678 s422] best=72933.64 (+-319.84 vs bank) it=1097 acc=1097 [492s]
[E-678 s422] best=72935.16 (+-318.32 vs bank) it=1099 acc=1099 [493s]
[E-678 s422] it=1100 cur=72935.16 best=72935.16 [494s]
[E-678 s422] best=72936.15 (+-317.33 vs bank) it=1106 acc=1106 [496s]
[E-678 s422] best=72937.47 (+-316.01 vs bank) it=1113 acc=1113 [499s]
[E-678 s422] it=1200 cur=72937.47 best=72937.47 [537s]
[E-678 s422] best=72939.27 (+-314.21 vs bank) it=1218 acc=1218 [546s]
[E-678 s422] best=72939.80 (+-313.68 vs bank) it=1232 acc=1232 [552s]
[E-678 s422] best=72941.25 (+-312.23 vs bank) it=1239 acc=1239 [555s]
[E-678 s422] best=72941.40 (+-312.08 vs bank) it=1240 acc=1240 [555s]
[E-678 s422] best=72942.09 (+-311.39 vs bank) it=1254 acc=1254 [561s]
[E-678 s422] best=72942.34 (+-311.14 vs bank) it=1280 acc=1280 [573s]
[E-678 s422] it=1300 cur=72942.34 best=72942.34 [582s]
[E-678 s422] best=72942.62 (+-310.86 vs bank) it=1321 acc=1321 [590s]
[E-678 s422] best=72942.68 (+-310.80 vs bank) it=1331 acc=1331 [594s]
[E-678 s422] best=72943.32 (+-310.16 vs bank) it=1336 acc=1336 [596s]
[E-678 s422] best=72944.25 (+-309.23 vs bank) it=1342 acc=1342 [599s]
[E-678 s422] best=72945.40 (+-308.08 vs bank) it=1357 acc=1357 [605s]
[E-678 s422] best=72945.99 (+-307.49 vs bank) it=1371 acc=1371 [611s]
[E-678 s422] best=72947.20 (+-306.28 vs bank) it=1375 acc=1375 [612s]
[E-678 s422] best=72947.71 (+-305.77 vs bank) it=1392 acc=1392 [620s]
[E-678 s422] it=1400 cur=72947.71 best=72947.71 [624s]
[E-678 s422] best=72947.95 (+-305.53 vs bank) it=1401 acc=1401 [624s]
[E-678 s422] it=1500 cur=72947.95 best=72947.95 [665s]
[E-678 s422] best=72948.37 (+-305.11 vs bank) it=1586 acc=1586 [703s]
[E-678 s422] it=1600 cur=72948.37 best=72948.37 [709s]
[E-678 s422] best=72948.56 (+-304.92 vs bank) it=1643 acc=1643 [730s]
[E-678 s422] best=72949.04 (+-304.44 vs bank) it=1661 acc=1661 [738s]
[E-678 s422] it=1700 cur=72949.04 best=72949.04 [757s]
[E-678 s422] best=72950.82 (+-302.66 vs bank) it=1746 acc=1746 [782s]
[E-678 s422] it=1800 cur=72950.82 best=72950.82 [813s]
[E-678 s422] best=72952.28 (+-301.20 vs bank) it=1802 acc=1802 [814s]
[E-678 s422] best=72952.78 (+-300.70 vs bank) it=1805 acc=1805 [816s]
[E-678 s422] it=1900 cur=72952.78 best=72952.78 [886s]
[E-678 s422] it=2000 cur=72952.78 best=72952.78 [967s]
[E-678 s422] it=2100 cur=72952.78 best=72952.78 [1049s]
[E-678 s422] it=2200 cur=72952.78 best=72952.78 [1125s]
[E-678 s422] it=2300 cur=72173.32 best=72952.78 [1177s]
[E-678 s422] it=2400 cur=72373.59 best=72952.78 [1229s]
[E-678 s422] it=2500 cur=72474.68 best=72952.78 [1312s]
[E-678 s422] it=2600 cur=72524.81 best=72952.78 [1390s]
[E-678 s422] it=2700 cur=72180.39 best=72952.78 [1478s]
[E-678 s422] it=2800 cur=72354.22 best=72952.78 [1555s]
[E-678 s422] it=2900 cur=72435.47 best=72952.78 [1632s]
[E-678 s422] DONE best=72952.78 (+-300.70 vs bank) [1692s]
