[E-582] matching-i |T|=25000 nodes=5001/5001/5001 bank=33490.458 start(tightened)=33490.458 T0=2.0 cool=0.9999 tabuK=200 fill_every=20000 seed=1
  it=20000 t=0s T=0.271 cur~33464.6 tightened=33487.582 best=33490.458 acc=16 worse=12
  it=1120000 t=19s T=0.050 cur~33486.2 tightened=33486.175 best=33490.458 acc=76 worse=37
  it=1140000 t=19s T=0.050 cur~33486.2 tightened=33486.175 best=33490.458 acc=76 worse=37
  it=1160000 t=20s T=0.050 cur~33486.2 tightened=33486.175 best=33490.458 acc=76 worse=37
  it=1180000 t=20s T=0.050 cur~33486.2 tightened=33486.175 best=33490.458 acc=76 worse=37
  it=1200000 t=20s T=0.050 cur~33486.2 tightened=33486.175 best=33490.458 acc=76 worse=37
  [reheat] T<-2.0 resume best=33490.458
  it=1220000 t=21s T=0.271 cur~33480.7 tightened=33489.004 best=33490.458 acc=81 worse=42
  it=1240000 t=21s T=0.050 cur~33484.8 tightened=33489.004 best=33490.458 acc=82 worse=42
  it=1260000 t=21s T=0.050 cur~33484.8 tightened=33489.004 best=33490.458 acc=82 worse=42
  it=1280000 t=22s T=0.050 cur~33484.8 tightened=33489.004 best=33490.458 acc=82 worse=42
  it=1300000 t=22s T=0.050 cur~33485.4 tightened=33489.590 best=33490.458 acc=83 worse=42
  it=1320000 t=22s T=0.050 cur~33485.4 tightened=33489.590 best=33490.458 acc=83 worse=42
  it=1340000 t=23s T=0.050 cur~33485.4 tightened=33489.590 best=33490.458 acc=83 worse=42
  it=1360000 t=23s T=0.050 cur~33485.3 tightened=33489.553 best=33490.458 acc=84 worse=43
  it=1380000 t=23s T=0.050 cur~33485.3 tightened=33489.553 best=33490.458 acc=84 worse=43
  it=1400000 t=24s T=0.050 cur~33485.3 tightened=33489.553 best=33490.458 acc=84 worse=43
  it=1420000 t=24s T=0.050 cur~33489.0 tightened=33489.553 best=33490.458 acc=85 worse=43
  it=1440000 t=24s T=0.050 cur~33489.0 tightened=33489.553 best=33490.458 acc=85 worse=43
  it=1460000 t=25s T=0.050 cur~33489.0 tightened=33489.553 best=33490.458 acc=85 worse=43
  it=1480000 t=25s T=0.050 cur~33489.0 tightened=33489.553 best=33490.458 acc=85 worse=43
  it=1500000 t=25s T=0.050 cur~33489.2 tightened=33489.776 best=33490.458 acc=86 worse=43
  it=1520000 t=26s T=0.050 cur~33489.8 tightened=33489.776 best=33490.458 acc=87 worse=43
  it=1540000 t=26s T=0.050 cur~33489.8 tightened=33489.776 best=33490.458 acc=87 worse=43
  it=1560000 t=26s T=0.050 cur~33489.8 tightened=33489.776 best=33490.458 acc=87 worse=43
  it=1580000 t=26s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=88 worse=43
  it=1600000 t=27s T=0.050 cur~33490.3 tightened=33490.421 best=33490.458 acc=89 worse=44
  [reheat] T<-2.0 resume best=33490.458
  it=1620000 t=27s T=0.271 cur~33465.9 tightened=33469.714 best=33490.458 acc=98 worse=51
  it=1640000 t=28s T=0.050 cur~33469.2 tightened=33480.151 best=33490.458 acc=100 worse=51
  it=1660000 t=28s T=0.050 cur~33469.2 tightened=33480.151 best=33490.458 acc=100 worse=51
  it=1680000 t=29s T=0.050 cur~33469.2 tightened=33480.151 best=33490.458 acc=100 worse=51
  it=1700000 t=29s T=0.050 cur~33469.2 tightened=33480.151 best=33490.458 acc=100 worse=51
  it=1720000 t=30s T=0.050 cur~33471.5 tightened=33482.500 best=33490.458 acc=101 worse=51
  it=1740000 t=30s T=0.050 cur~33472.0 tightened=33482.500 best=33490.458 acc=102 worse=51
  it=1760000 t=31s T=0.050 cur~33472.0 tightened=33482.500 best=33490.458 acc=102 worse=51
  it=1780000 t=31s T=0.050 cur~33472.4 tightened=33482.879 best=33490.458 acc=103 worse=51
  it=1800000 t=32s T=0.050 cur~33472.4 tightened=33482.879 best=33490.458 acc=103 worse=51
  it=1820000 t=32s T=0.050 cur~33472.4 tightened=33482.879 best=33490.458 acc=103 worse=51
  it=1840000 t=33s T=0.050 cur~33474.2 tightened=33484.582 best=33490.458 acc=105 worse=51
  it=1860000 t=33s T=0.050 cur~33474.2 tightened=33484.582 best=33490.458 acc=105 worse=51
  it=1880000 t=34s T=0.050 cur~33474.2 tightened=33484.582 best=33490.458 acc=105 worse=51
  it=1900000 t=34s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  it=1920000 t=35s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  it=1940000 t=35s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  it=1960000 t=35s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  it=1980000 t=36s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  it=2000000 t=36s T=0.050 cur~33478.0 tightened=33480.028 best=33490.458 acc=106 worse=51
  [reheat] T<-2.0 resume best=33490.458
  it=2020000 t=36s T=0.271 cur~33471.5 tightened=33479.217 best=33490.458 acc=112 worse=56
  it=2040000 t=37s T=0.050 cur~33471.5 tightened=33479.217 best=33490.458 acc=112 worse=56
  it=2060000 t=37s T=0.050 cur~33473.4 tightened=33481.103 best=33490.458 acc=114 worse=56
  it=2080000 t=37s T=0.050 cur~33473.5 tightened=33481.263 best=33490.458 acc=116 worse=57
  it=2100000 t=38s T=0.050 cur~33479.5 tightened=33484.796 best=33490.458 acc=118 worse=57
  it=2120000 t=38s T=0.050 cur~33479.5 tightened=33484.796 best=33490.458 acc=118 worse=57
  it=2140000 t=38s T=0.050 cur~33479.5 tightened=33484.796 best=33490.458 acc=118 worse=57
  it=2160000 t=39s T=0.050 cur~33481.5 tightened=33486.739 best=33490.458 acc=119 worse=57
  it=2180000 t=39s T=0.050 cur~33481.5 tightened=33486.739 best=33490.458 acc=119 worse=57
  it=2200000 t=39s T=0.050 cur~33481.5 tightened=33486.739 best=33490.458 acc=119 worse=57
  it=2220000 t=40s T=0.050 cur~33482.8 tightened=33486.739 best=33490.458 acc=120 worse=57
  it=2240000 t=40s T=0.050 cur~33484.6 tightened=33488.606 best=33490.458 acc=121 worse=57
  it=2260000 t=41s T=0.050 cur~33484.5 tightened=33488.488 best=33490.458 acc=122 worse=58
  it=2280000 t=41s T=0.050 cur~33484.5 tightened=33488.488 best=33490.458 acc=122 worse=58
  it=2300000 t=41s T=0.050 cur~33484.6 tightened=33488.525 best=33490.458 acc=123 worse=58
  it=2320000 t=42s T=0.050 cur~33486.3 tightened=33490.235 best=33490.458 acc=125 worse=58
  it=2340000 t=42s T=0.050 cur~33486.3 tightened=33490.235 best=33490.458 acc=125 worse=58
  it=2360000 t=42s T=0.050 cur~33486.3 tightened=33490.235 best=33490.458 acc=125 worse=58
  it=2380000 t=43s T=0.050 cur~33488.8 tightened=33490.235 best=33490.458 acc=126 worse=58
  it=2400000 t=43s T=0.050 cur~33488.8 tightened=33490.235 best=33490.458 acc=126 worse=58
  [reheat] T<-2.0 resume best=33490.458
  it=2420000 t=43s T=0.271 cur~33475.8 tightened=33480.223 best=33490.458 acc=132 worse=63
  it=2440000 t=44s T=0.050 cur~33477.2 tightened=33486.687 best=33490.458 acc=133 worse=63
  it=2460000 t=44s T=0.050 cur~33477.2 tightened=33486.687 best=33490.458 acc=133 worse=63
  it=2480000 t=44s T=0.050 cur~33480.9 tightened=33486.687 best=33490.458 acc=134 worse=63
  it=2500000 t=45s T=0.050 cur~33480.9 tightened=33486.687 best=33490.458 acc=134 worse=63
  it=2520000 t=45s T=0.050 cur~33480.9 tightened=33486.650 best=33490.458 acc=135 worse=64
  it=2540000 t=45s T=0.050 cur~33485.9 tightened=33486.650 best=33490.458 acc=136 worse=64
  it=2560000 t=46s T=0.050 cur~33485.9 tightened=33486.650 best=33490.458 acc=136 worse=64
  it=2580000 t=46s T=0.050 cur~33485.9 tightened=33486.650 best=33490.458 acc=136 worse=64
  it=2600000 t=46s T=0.050 cur~33485.9 tightened=33486.650 best=33490.458 acc=136 worse=64
  it=2620000 t=47s T=0.050 cur~33485.9 tightened=33486.650 best=33490.458 acc=136 worse=64
  it=2640000 t=47s T=0.050 cur~33485.9 tightened=33486.687 best=33490.458 acc=137 worse=64
  it=2660000 t=47s T=0.050 cur~33485.8 tightened=33486.569 best=33490.458 acc=138 worse=65
  it=2680000 t=48s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2700000 t=48s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2720000 t=48s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2740000 t=49s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2760000 t=49s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2780000 t=50s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  it=2800000 t=50s T=0.050 cur~33487.5 tightened=33488.272 best=33490.458 acc=139 worse=65
  [reheat] T<-2.0 resume best=33490.458
  it=2820000 t=50s T=0.271 cur~33477.6 tightened=33490.142 best=33490.458 acc=144 worse=70
  it=2840000 t=51s T=0.050 cur~33480.0 tightened=33490.458 best=33490.458 acc=145 worse=70
  it=2860000 t=51s T=0.050 cur~33480.0 tightened=33490.458 best=33490.458 acc=145 worse=70
  it=2880000 t=51s T=0.050 cur~33480.0 tightened=33490.458 best=33490.458 acc=145 worse=70
  it=2900000 t=52s T=0.050 cur~33480.0 tightened=33490.458 best=33490.458 acc=145 worse=70
  it=2920000 t=52s T=0.050 cur~33480.0 tightened=33490.458 best=33490.458 acc=145 worse=70
  it=2940000 t=52s T=0.050 cur~33480.9 tightened=33490.458 best=33490.458 acc=146 worse=70
  it=2960000 t=53s T=0.050 cur~33480.9 tightened=33490.458 best=33490.458 acc=146 worse=70
  it=2980000 t=53s T=0.050 cur~33481.7 tightened=33490.458 best=33490.458 acc=147 worse=70
  it=3000000 t=53s T=0.050 cur~33481.7 tightened=33490.458 best=33490.458 acc=147 worse=70
  it=3020000 t=54s T=0.050 cur~33481.7 tightened=33490.458 best=33490.458 acc=147 worse=70
  it=3040000 t=54s T=0.050 cur~33486.8 tightened=33490.458 best=33490.458 acc=148 worse=70
  it=3060000 t=54s T=0.050 cur~33486.8 tightened=33490.458 best=33490.458 acc=148 worse=70
  it=3080000 t=55s T=0.050 cur~33486.8 tightened=33490.458 best=33490.458 acc=148 worse=70
  it=3100000 t=55s T=0.050 cur~33486.8 tightened=33490.458 best=33490.458 acc=148 worse=70
  it=3120000 t=55s T=0.050 cur~33486.7 tightened=33490.458 best=33490.458 acc=149 worse=71
  it=3140000 t=56s T=0.050 cur~33486.7 tightened=33490.458 best=33490.458 acc=149 worse=71
  it=3160000 t=56s T=0.050 cur~33486.8 tightened=33490.458 best=33490.458 acc=150 worse=71
  it=3180000 t=56s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=151 worse=71
  it=3200000 t=57s T=0.050 cur~33489.6 tightened=33490.458 best=33490.458 acc=151 worse=71
  [reheat] T<-2.0 resume best=33490.458
  it=3220000 t=57s T=0.271 cur~33470.6 tightened=33486.226 best=33490.458 acc=161 worse=81
  it=3240000 t=58s T=0.050 cur~33473.8 tightened=33486.226 best=33490.458 acc=162 worse=81
  it=3260000 t=58s T=0.050 cur~33474.8 tightened=33486.226 best=33490.458 acc=163 worse=81
  it=3280000 t=58s T=0.050 cur~33474.9 tightened=33486.328 best=33490.458 acc=164 worse=81
  it=3300000 t=59s T=0.050 cur~33478.1 tightened=33487.848 best=33490.458 acc=166 worse=81
  it=3320000 t=59s T=0.050 cur~33478.4 tightened=33488.176 best=33490.458 acc=167 worse=81
  it=3340000 t=60s T=0.050 cur~33478.4 tightened=33488.176 best=33490.458 acc=167 worse=81
  it=3360000 t=60s T=0.050 cur~33478.4 tightened=33488.139 best=33490.458 acc=168 worse=82
  it=3380000 t=60s T=0.050 cur~33478.4 tightened=33488.139 best=33490.458 acc=168 worse=82
  it=3400000 t=61s T=0.050 cur~33480.2 tightened=33489.956 best=33490.458 acc=169 worse=82
  it=3420000 t=61s T=0.050 cur~33480.2 tightened=33489.956 best=33490.458 acc=169 worse=82
  it=3440000 t=61s T=0.050 cur~33480.2 tightened=33489.956 best=33490.458 acc=169 worse=82
  it=3460000 t=62s T=0.050 cur~33482.0 tightened=33489.956 best=33490.458 acc=170 worse=82
  it=3480000 t=62s T=0.050 cur~33482.2 tightened=33489.956 best=33490.458 acc=171 worse=82
  it=3500000 t=63s T=0.050 cur~33484.2 tightened=33489.956 best=33490.458 acc=172 worse=82
  it=3520000 t=63s T=0.050 cur~33484.2 tightened=33489.956 best=33490.458 acc=174 worse=83
  it=3540000 t=63s T=0.050 cur~33484.2 tightened=33489.956 best=33490.458 acc=174 worse=83
  it=3560000 t=64s T=0.050 cur~33484.2 tightened=33489.956 best=33490.458 acc=174 worse=83
  it=3580000 t=64s T=0.050 cur~33484.2 tightened=33489.956 best=33490.458 acc=174 worse=83
  it=3600000 t=64s T=0.050 cur~33485.4 tightened=33489.956 best=33490.458 acc=175 worse=83
  [reheat] T<-2.0 resume best=33490.458
  it=3620000 t=65s T=0.271 cur~33470.5 tightened=33490.222 best=33490.458 acc=185 worse=91
  it=3640000 t=65s T=0.050 cur~33470.5 tightened=33490.222 best=33490.458 acc=185 worse=91
  it=3660000 t=66s T=0.050 cur~33471.4 tightened=33489.412 best=33490.458 acc=186 worse=91
  it=3680000 t=66s T=0.050 cur~33472.6 tightened=33489.412 best=33490.458 acc=187 worse=91
  it=3700000 t=67s T=0.050 cur~33479.7 tightened=33489.412 best=33490.458 acc=188 worse=91
  it=3720000 t=67s T=0.050 cur~33479.7 tightened=33489.412 best=33490.458 acc=188 worse=91
  it=3740000 t=67s T=0.050 cur~33485.3 tightened=33489.375 best=33490.458 acc=190 worse=92
  it=3760000 t=68s T=0.050 cur~33486.1 tightened=33489.375 best=33490.458 acc=191 worse=92
  it=3780000 t=68s T=0.050 cur~33486.4 tightened=33489.611 best=33490.458 acc=192 worse=92
  it=3800000 t=68s T=0.050 cur~33486.4 tightened=33489.611 best=33490.458 acc=192 worse=92
  it=3820000 t=69s T=0.050 cur~33486.4 tightened=33489.611 best=33490.458 acc=192 worse=92
  it=3840000 t=69s T=0.050 cur~33486.4 tightened=33489.611 best=33490.458 acc=192 worse=92
  it=3860000 t=69s T=0.050 cur~33486.3 tightened=33489.493 best=33490.458 acc=193 worse=93
  it=3880000 t=70s T=0.050 cur~33486.3 tightened=33489.493 best=33490.458 acc=193 worse=93
  it=3900000 t=70s T=0.050 cur~33486.3 tightened=33489.493 best=33490.458 acc=193 worse=93
  it=3920000 t=70s T=0.050 cur~33486.3 tightened=33489.493 best=33490.458 acc=193 worse=93
  it=3940000 t=71s T=0.050 cur~33486.3 tightened=33489.493 best=33490.458 acc=193 worse=93
  it=3960000 t=71s T=0.050 cur~33486.0 tightened=33489.279 best=33490.458 acc=194 worse=94
  it=3980000 t=71s T=0.050 cur~33486.2 tightened=33489.397 best=33490.458 acc=195 worse=94
  it=4000000 t=72s T=0.050 cur~33487.0 tightened=33490.207 best=33490.458 acc=196 worse=94
  [reheat] T<-2.0 resume best=33490.458
  it=4020000 t=72s T=0.271 cur~33473.8 tightened=33488.970 best=33490.458 acc=205 worse=102
  it=4040000 t=72s T=0.050 cur~33481.1 tightened=33488.557 best=33490.458 acc=207 worse=103
  it=4060000 t=73s T=0.050 cur~33481.1 tightened=33488.557 best=33490.458 acc=207 worse=103
  it=4080000 t=73s T=0.050 cur~33482.0 tightened=33488.557 best=33490.458 acc=208 worse=103
  it=4100000 t=74s T=0.050 cur~33482.0 tightened=33488.557 best=33490.458 acc=208 worse=103
  it=4120000 t=74s T=0.050 cur~33482.4 tightened=33488.557 best=33490.458 acc=210 worse=103
  it=4140000 t=74s T=0.050 cur~33482.4 tightened=33488.557 best=33490.458 acc=210 worse=103
  it=4160000 t=75s T=0.050 cur~33482.4 tightened=33488.557 best=33490.458 acc=210 worse=103
  it=4180000 t=75s T=0.050 cur~33482.4 tightened=33488.557 best=33490.458 acc=210 worse=103
  it=4200000 t=75s T=0.050 cur~33483.6 tightened=33488.557 best=33490.458 acc=211 worse=103
  it=4220000 t=76s T=0.050 cur~33483.6 tightened=33488.557 best=33490.458 acc=211 worse=103
  it=4240000 t=76s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4260000 t=76s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4280000 t=77s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4300000 t=77s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4320000 t=77s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4340000 t=78s T=0.050 cur~33485.5 tightened=33490.458 best=33490.458 acc=213 worse=103
  it=4360000 t=78s T=0.050 cur~33485.4 tightened=33490.421 best=33490.458 acc=214 worse=104
  it=4380000 t=78s T=0.050 cur~33486.9 tightened=33490.421 best=33490.458 acc=215 worse=104
  it=4400000 t=79s T=0.050 cur~33486.9 tightened=33490.421 best=33490.458 acc=215 worse=104
  [reheat] T<-2.0 resume best=33490.458
  it=4420000 t=79s T=0.271 cur~33466.6 tightened=33474.241 best=33490.458 acc=226 worse=114
  it=4440000 t=79s T=0.050 cur~33467.2 tightened=33480.337 best=33490.458 acc=227 worse=114
  it=4460000 t=80s T=0.050 cur~33479.8 tightened=33488.413 best=33490.458 acc=230 worse=115
  it=4480000 t=80s T=0.050 cur~33480.1 tightened=33488.741 best=33490.458 acc=231 worse=115
  it=4500000 t=80s T=0.050 cur~33480.1 tightened=33488.741 best=33490.458 acc=231 worse=115
  it=4520000 t=81s T=0.050 cur~33481.4 tightened=33490.008 best=33490.458 acc=233 worse=115
  it=4540000 t=81s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=234 worse=115
  it=4560000 t=82s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=234 worse=115
  it=4580000 t=82s T=0.050 cur~33483.7 tightened=33490.008 best=33490.458 acc=235 worse=115
  it=4600000 t=82s T=0.050 cur~33483.7 tightened=33490.008 best=33490.458 acc=235 worse=115
  it=4620000 t=83s T=0.050 cur~33483.7 tightened=33490.008 best=33490.458 acc=235 worse=115
  it=4640000 t=83s T=0.050 cur~33483.7 tightened=33490.008 best=33490.458 acc=235 worse=115
  it=4660000 t=84s T=0.050 cur~33483.7 tightened=33490.008 best=33490.458 acc=235 worse=115
  it=4680000 t=84s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=236 worse=116
  it=4700000 t=84s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=236 worse=116
  it=4720000 t=85s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=236 worse=116
  it=4740000 t=85s T=0.050 cur~33483.6 tightened=33490.008 best=33490.458 acc=236 worse=116
  it=4760000 t=86s T=0.050 cur~33483.4 tightened=33490.008 best=33490.458 acc=237 worse=117
  it=4780000 t=86s T=0.050 cur~33483.4 tightened=33490.008 best=33490.458 acc=237 worse=117
  it=4800000 t=86s T=0.050 cur~33486.2 tightened=33490.008 best=33490.458 acc=238 worse=117
  [reheat] T<-2.0 resume best=33490.458
  it=4820000 t=87s T=0.271 cur~33478.8 tightened=33487.506 best=33490.458 acc=241 worse=120
  it=4840000 t=87s T=0.050 cur~33481.1 tightened=33487.506 best=33490.458 acc=242 worse=120
  it=4860000 t=87s T=0.050 cur~33481.0 tightened=33487.469 best=33490.458 acc=243 worse=121
  it=4880000 t=88s T=0.050 cur~33481.0 tightened=33487.469 best=33490.458 acc=243 worse=121
  it=4900000 t=88s T=0.050 cur~33482.0 tightened=33487.469 best=33490.458 acc=244 worse=121
  it=4920000 t=88s T=0.050 cur~33483.6 tightened=33489.107 best=33490.458 acc=245 worse=121
  it=4940000 t=89s T=0.050 cur~33485.1 tightened=33489.107 best=33490.458 acc=246 worse=121
  it=4960000 t=89s T=0.050 cur~33486.7 tightened=33487.144 best=33490.458 acc=247 worse=121
  it=4980000 t=89s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5000000 t=89s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5020000 t=90s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5040000 t=90s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5060000 t=90s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5080000 t=90s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5100000 t=91s T=0.050 cur~33487.1 tightened=33487.144 best=33490.458 acc=248 worse=121
  it=5120000 t=91s T=0.050 cur~33488.5 tightened=33488.458 best=33490.458 acc=249 worse=121
  it=5140000 t=91s T=0.050 cur~33488.5 tightened=33488.458 best=33490.458 acc=249 worse=121
  it=5160000 t=91s T=0.050 cur~33488.5 tightened=33488.458 best=33490.458 acc=249 worse=121
  it=5180000 t=92s T=0.050 cur~33488.5 tightened=33488.458 best=33490.458 acc=249 worse=121
  it=5200000 t=92s T=0.050 cur~33488.5 tightened=33488.458 best=33490.458 acc=249 worse=121
  [reheat] T<-2.0 resume best=33490.458
  it=5220000 t=92s T=0.271 cur~33475.0 tightened=33479.936 best=33490.458 acc=259 worse=127
  it=5240000 t=93s T=0.050 cur~33474.8 tightened=33479.713 best=33490.458 acc=260 worse=128
  it=5260000 t=93s T=0.050 cur~33475.2 tightened=33480.092 best=33490.458 acc=261 worse=128
  it=5280000 t=93s T=0.050 cur~33475.2 tightened=33480.092 best=33490.458 acc=261 worse=128
  it=5300000 t=94s T=0.050 cur~33475.2 tightened=33480.092 best=33490.458 acc=261 worse=128
