error    libmamba Could not set lock (Resource temporarily unavailable)
[E-678 s32] best=72460.11 (+-793.37 vs bank) it=24 acc=24 [38s]
[E-678 s32] best=72469.51 (+-783.97 vs bank) it=25 acc=25 [40s]
[E-678 s32] best=72475.08 (+-778.40 vs bank) it=26 acc=26 [41s]
[E-678 s32] best=72481.48 (+-772.00 vs bank) it=27 acc=27 [43s]
[E-678 s32] best=72505.29 (+-748.19 vs bank) it=28 acc=28 [45s]
[E-678 s32] best=72521.11 (+-732.37 vs bank) it=29 acc=29 [46s]
[E-678 s32] best=72539.91 (+-713.57 vs bank) it=30 acc=30 [47s]
[E-678 s32] best=72552.91 (+-700.57 vs bank) it=31 acc=31 [49s]
[E-678 s32] best=72579.62 (+-673.86 vs bank) it=32 acc=32 [50s]
[E-678 s32] best=72588.32 (+-665.16 vs bank) it=33 acc=33 [51s]
[E-678 s32] best=72598.38 (+-655.10 vs bank) it=34 acc=34 [53s]
[E-678 s32] best=72605.64 (+-647.84 vs bank) it=35 acc=35 [54s]
[E-678 s32] best=72606.10 (+-647.38 vs bank) it=36 acc=36 [55s]
[E-678 s32] best=72608.96 (+-644.52 vs bank) it=38 acc=38 [58s]
[E-678 s32] best=72612.49 (+-640.99 vs bank) it=39 acc=39 [60s]
[E-678 s32] best=72613.87 (+-639.61 vs bank) it=40 acc=40 [61s]
[E-678 s32] best=72617.51 (+-635.97 vs bank) it=41 acc=41 [62s]
[E-678 s32] best=72618.47 (+-635.01 vs bank) it=42 acc=42 [64s]
[E-678 s32] best=72633.89 (+-619.59 vs bank) it=43 acc=43 [65s]
[E-678 s32] best=72648.73 (+-604.75 vs bank) it=44 acc=44 [66s]
[E-678 s32] best=72659.22 (+-594.26 vs bank) it=45 acc=45 [68s]
[E-678 s32] best=72660.23 (+-593.25 vs bank) it=46 acc=46 [69s]
[E-678 s32] best=72665.06 (+-588.42 vs bank) it=47 acc=47 [70s]
[E-678 s32] best=72673.37 (+-580.11 vs bank) it=48 acc=48 [72s]
[E-678 s32] best=72679.97 (+-573.51 vs bank) it=49 acc=49 [73s]
[E-678 s32] best=72681.73 (+-571.75 vs bank) it=50 acc=50 [74s]
[E-678 s32] best=72682.47 (+-571.01 vs bank) it=51 acc=51 [76s]
[E-678 s32] best=72685.50 (+-567.98 vs bank) it=52 acc=52 [77s]
[E-678 s32] best=72691.08 (+-562.40 vs bank) it=53 acc=53 [78s]
[E-678 s32] best=72698.01 (+-555.47 vs bank) it=54 acc=54 [80s]
[E-678 s32] best=72698.61 (+-554.87 vs bank) it=56 acc=56 [82s]
[E-678 s32] best=72699.88 (+-553.60 vs bank) it=59 acc=59 [86s]
[E-678 s32] best=72699.89 (+-553.59 vs bank) it=60 acc=60 [87s]
[E-678 s32] best=72705.23 (+-548.25 vs bank) it=61 acc=61 [89s]
[E-678 s32] best=72707.29 (+-546.19 vs bank) it=62 acc=62 [90s]
[E-678 s32] best=72707.51 (+-545.97 vs bank) it=63 acc=63 [91s]
[E-678 s32] best=72709.30 (+-544.18 vs bank) it=64 acc=64 [93s]
[E-678 s32] best=72711.60 (+-541.88 vs bank) it=65 acc=65 [94s]
[E-678 s32] best=72711.61 (+-541.87 vs bank) it=67 acc=67 [97s]
[E-678 s32] best=72714.76 (+-538.72 vs bank) it=68 acc=68 [98s]
[E-678 s32] best=72718.45 (+-535.03 vs bank) it=69 acc=69 [99s]
[E-678 s32] best=72726.93 (+-526.55 vs bank) it=70 acc=70 [101s]
[E-678 s32] best=72728.29 (+-525.19 vs bank) it=71 acc=71 [102s]
[E-678 s32] best=72728.42 (+-525.06 vs bank) it=72 acc=72 [103s]
[E-678 s32] best=72732.37 (+-521.11 vs bank) it=73 acc=73 [104s]
[E-678 s32] best=72733.37 (+-520.11 vs bank) it=74 acc=74 [106s]
[E-678 s32] best=72734.64 (+-518.84 vs bank) it=76 acc=76 [108s]
[E-678 s32] best=72736.64 (+-516.84 vs bank) it=77 acc=77 [110s]
[E-678 s32] best=72737.88 (+-515.60 vs bank) it=79 acc=79 [112s]
[E-678 s32] best=72739.64 (+-513.84 vs bank) it=80 acc=80 [114s]
[E-678 s32] best=72741.61 (+-511.87 vs bank) it=81 acc=81 [115s]
[E-678 s32] best=72743.21 (+-510.27 vs bank) it=82 acc=82 [116s]
[E-678 s32] best=72745.48 (+-508.00 vs bank) it=83 acc=83 [118s]
[E-678 s32] best=72747.12 (+-506.36 vs bank) it=85 acc=85 [121s]
[E-678 s32] best=72749.71 (+-503.77 vs bank) it=86 acc=86 [122s]
[E-678 s32] best=72751.73 (+-501.75 vs bank) it=87 acc=87 [124s]
[E-678 s32] best=72755.51 (+-497.97 vs bank) it=90 acc=90 [128s]
[E-678 s32] best=72765.61 (+-487.87 vs bank) it=91 acc=91 [129s]
[E-678 s32] best=72765.64 (+-487.84 vs bank) it=93 acc=93 [132s]
[E-678 s32] best=72766.95 (+-486.53 vs bank) it=94 acc=94 [133s]
[E-678 s32] best=72770.83 (+-482.65 vs bank) it=96 acc=96 [135s]
[E-678 s32] best=72773.46 (+-480.02 vs bank) it=97 acc=97 [137s]
[E-678 s32] best=72774.60 (+-478.88 vs bank) it=98 acc=98 [138s]
[E-678 s32] best=72775.11 (+-478.37 vs bank) it=99 acc=99 [139s]
[E-678 s32] best=72776.59 (+-476.89 vs bank) it=100 acc=100 [141s]
[E-678 s32] it=100 cur=72776.59 best=72776.59 [141s]
[E-678 s32] best=72777.18 (+-476.30 vs bank) it=102 acc=102 [144s]
[E-678 s32] best=72782.46 (+-471.02 vs bank) it=104 acc=104 [146s]
[E-678 s32] best=72787.92 (+-465.56 vs bank) it=105 acc=105 [148s]
[E-678 s32] best=72790.21 (+-463.27 vs bank) it=106 acc=106 [149s]
[E-678 s32] best=72790.27 (+-463.21 vs bank) it=113 acc=113 [158s]
[E-678 s32] best=72791.62 (+-461.86 vs bank) it=115 acc=115 [161s]
[E-678 s32] best=72793.19 (+-460.29 vs bank) it=116 acc=116 [162s]
[E-678 s32] best=72796.10 (+-457.38 vs bank) it=117 acc=117 [163s]
[E-678 s32] best=72797.23 (+-456.25 vs bank) it=118 acc=118 [164s]
[E-678 s32] best=72797.26 (+-456.22 vs bank) it=119 acc=119 [166s]
[E-678 s32] best=72797.40 (+-456.08 vs bank) it=120 acc=120 [167s]
[E-678 s32] best=72798.09 (+-455.39 vs bank) it=124 acc=124 [172s]
[E-678 s32] best=72800.11 (+-453.37 vs bank) it=125 acc=125 [173s]
[E-678 s32] best=72800.12 (+-453.35 vs bank) it=126 acc=126 [174s]
[E-678 s32] best=72800.31 (+-453.17 vs bank) it=132 acc=132 [181s]
[E-678 s32] best=72800.41 (+-453.07 vs bank) it=133 acc=133 [183s]
[E-678 s32] best=72807.03 (+-446.45 vs bank) it=134 acc=134 [184s]
[E-678 s32] best=72808.30 (+-445.18 vs bank) it=135 acc=135 [185s]
[E-678 s32] best=72808.95 (+-444.53 vs bank) it=136 acc=136 [187s]
[E-678 s32] best=72810.16 (+-443.32 vs bank) it=137 acc=137 [188s]
[E-678 s32] best=72810.62 (+-442.86 vs bank) it=144 acc=144 [197s]
[E-678 s32] best=72812.66 (+-440.82 vs bank) it=145 acc=145 [198s]
[E-678 s32] best=72815.57 (+-437.91 vs bank) it=146 acc=146 [199s]
[E-678 s32] best=72816.56 (+-436.92 vs bank) it=147 acc=147 [200s]
[E-678 s32] best=72819.59 (+-433.89 vs bank) it=151 acc=151 [205s]
[E-678 s32] best=72821.96 (+-431.51 vs bank) it=152 acc=152 [207s]
[E-678 s32] best=72823.95 (+-429.53 vs bank) it=154 acc=154 [209s]
[E-678 s32] best=72827.02 (+-426.46 vs bank) it=155 acc=155 [210s]
[E-678 s32] best=72827.26 (+-426.22 vs bank) it=156 acc=156 [212s]
[E-678 s32] best=72831.21 (+-422.27 vs bank) it=157 acc=157 [213s]
[E-678 s32] best=72831.96 (+-421.52 vs bank) it=158 acc=158 [214s]
[E-678 s32] best=72832.72 (+-420.76 vs bank) it=159 acc=159 [215s]
[E-678 s32] best=72834.36 (+-419.12 vs bank) it=164 acc=164 [222s]
[E-678 s32] best=72835.45 (+-418.03 vs bank) it=165 acc=165 [223s]
[E-678 s32] best=72836.45 (+-417.03 vs bank) it=166 acc=166 [224s]
[E-678 s32] best=72837.19 (+-416.29 vs bank) it=167 acc=167 [225s]
[E-678 s32] best=72837.62 (+-415.86 vs bank) it=168 acc=168 [226s]
[E-678 s32] best=72838.37 (+-415.11 vs bank) it=169 acc=169 [228s]
[E-678 s32] best=72841.09 (+-412.39 vs bank) it=172 acc=172 [231s]
[E-678 s32] best=72844.01 (+-409.47 vs bank) it=173 acc=173 [233s]
[E-678 s32] best=72845.40 (+-408.08 vs bank) it=178 acc=178 [239s]
[E-678 s32] best=72846.08 (+-407.40 vs bank) it=179 acc=179 [240s]
[E-678 s32] best=72846.61 (+-406.87 vs bank) it=180 acc=180 [242s]
[E-678 s32] best=72847.57 (+-405.91 vs bank) it=181 acc=181 [243s]
[E-678 s32] best=72847.69 (+-405.79 vs bank) it=182 acc=182 [244s]
[E-678 s32] best=72848.13 (+-405.35 vs bank) it=184 acc=184 [247s]
[E-678 s32] best=72848.22 (+-405.26 vs bank) it=185 acc=185 [248s]
[E-678 s32] best=72848.73 (+-404.75 vs bank) it=189 acc=189 [253s]
[E-678 s32] best=72848.96 (+-404.52 vs bank) it=191 acc=191 [256s]
[E-678 s32] best=72849.27 (+-404.21 vs bank) it=193 acc=193 [258s]
[E-678 s32] best=72849.47 (+-404.01 vs bank) it=196 acc=196 [262s]
[E-678 s32] best=72850.03 (+-403.45 vs bank) it=197 acc=197 [263s]
[E-678 s32] it=200 cur=72850.03 best=72850.03 [267s]
[E-678 s32] best=72850.80 (+-402.68 vs bank) it=201 acc=201 [268s]
[E-678 s32] best=72852.76 (+-400.72 vs bank) it=202 acc=202 [269s]
[E-678 s32] best=72855.33 (+-398.15 vs bank) it=203 acc=203 [270s]
[E-678 s32] best=72857.58 (+-395.90 vs bank) it=205 acc=205 [273s]
[E-678 s32] best=72858.54 (+-394.94 vs bank) it=207 acc=207 [275s]
[E-678 s32] best=72861.90 (+-391.58 vs bank) it=208 acc=208 [277s]
[E-678 s32] best=72868.29 (+-385.19 vs bank) it=209 acc=209 [278s]
[E-678 s32] best=72870.40 (+-383.08 vs bank) it=210 acc=210 [279s]
[E-678 s32] best=72871.44 (+-382.04 vs bank) it=213 acc=213 [283s]
[E-678 s32] best=72873.11 (+-380.37 vs bank) it=215 acc=215 [286s]
[E-678 s32] best=72874.82 (+-378.66 vs bank) it=217 acc=217 [288s]
[E-678 s32] best=72876.83 (+-376.65 vs bank) it=219 acc=219 [291s]
[E-678 s32] best=72876.89 (+-376.59 vs bank) it=223 acc=223 [296s]
[E-678 s32] best=72878.00 (+-375.48 vs bank) it=226 acc=226 [299s]
[E-678 s32] best=72878.25 (+-375.23 vs bank) it=227 acc=227 [301s]
[E-678 s32] best=72878.34 (+-375.14 vs bank) it=228 acc=228 [302s]
[E-678 s32] best=72881.38 (+-372.10 vs bank) it=233 acc=233 [308s]
[E-678 s32] best=72882.19 (+-371.29 vs bank) it=260 acc=260 [342s]
[E-678 s32] best=72882.82 (+-370.66 vs bank) it=272 acc=272 [357s]
[E-678 s32] best=72883.73 (+-369.75 vs bank) it=282 acc=282 [370s]
[E-678 s32] best=72884.68 (+-368.80 vs bank) it=288 acc=288 [377s]
[E-678 s32] it=300 cur=72884.68 best=72884.68 [392s]
[E-678 s32] best=72884.96 (+-368.52 vs bank) it=302 acc=302 [394s]
[E-678 s32] best=72886.68 (+-366.80 vs bank) it=336 acc=336 [437s]
[E-678 s32] best=72887.24 (+-366.24 vs bank) it=339 acc=339 [441s]
[E-678 s32] best=72887.97 (+-365.51 vs bank) it=341 acc=341 [443s]
[E-678 s32] best=72888.29 (+-365.19 vs bank) it=342 acc=342 [444s]
[E-678 s32] best=72889.44 (+-364.04 vs bank) it=347 acc=347 [451s]
[E-678 s32] best=72889.60 (+-363.88 vs bank) it=359 acc=359 [466s]
[E-678 s32] best=72889.82 (+-363.66 vs bank) it=368 acc=368 [477s]
[E-678 s32] best=72891.92 (+-361.56 vs bank) it=369 acc=369 [478s]
[E-678 s32] best=72893.17 (+-360.31 vs bank) it=372 acc=372 [482s]
[E-678 s32] best=72893.32 (+-360.15 vs bank) it=374 acc=374 [484s]
[E-678 s32] best=72893.69 (+-359.79 vs bank) it=375 acc=375 [485s]
[E-678 s32] best=72894.30 (+-359.18 vs bank) it=388 acc=388 [502s]
[E-678 s32] best=72895.29 (+-358.19 vs bank) it=389 acc=389 [503s]
[E-678 s32] best=72895.55 (+-357.93 vs bank) it=390 acc=390 [504s]
[E-678 s32] best=72896.34 (+-357.14 vs bank) it=395 acc=395 [510s]
[E-678 s32] best=72897.45 (+-356.03 vs bank) it=400 acc=400 [517s]
[E-678 s32] it=400 cur=72897.45 best=72897.45 [517s]
[E-678 s32] best=72898.11 (+-355.37 vs bank) it=402 acc=402 [519s]
[E-678 s32] best=72898.56 (+-354.92 vs bank) it=404 acc=404 [522s]
[E-678 s32] best=72899.07 (+-354.41 vs bank) it=406 acc=406 [524s]
[E-678 s32] best=72899.41 (+-354.07 vs bank) it=407 acc=407 [526s]
[E-678 s32] best=72900.81 (+-352.67 vs bank) it=413 acc=413 [533s]
[E-678 s32] best=72901.53 (+-351.95 vs bank) it=415 acc=415 [536s]
[E-678 s32] best=72902.64 (+-350.84 vs bank) it=416 acc=416 [537s]
[E-678 s32] best=72903.38 (+-350.10 vs bank) it=419 acc=419 [540s]
[E-678 s32] best=72904.77 (+-348.71 vs bank) it=420 acc=420 [542s]
[E-678 s32] best=72905.19 (+-348.29 vs bank) it=422 acc=422 [544s]
[E-678 s32] best=72905.65 (+-347.83 vs bank) it=425 acc=425 [548s]
[E-678 s32] best=72905.77 (+-347.71 vs bank) it=426 acc=426 [549s]
[E-678 s32] best=72906.75 (+-346.73 vs bank) it=427 acc=427 [551s]
[E-678 s32] best=72908.59 (+-344.89 vs bank) it=430 acc=430 [554s]
[E-678 s32] best=72908.63 (+-344.85 vs bank) it=434 acc=434 [559s]
[E-678 s32] best=72910.54 (+-342.94 vs bank) it=435 acc=435 [561s]
[E-678 s32] best=72912.34 (+-341.14 vs bank) it=436 acc=436 [562s]
[E-678 s32] best=72914.14 (+-339.34 vs bank) it=437 acc=437 [563s]
[E-678 s32] best=72914.44 (+-339.04 vs bank) it=439 acc=439 [566s]
[E-678 s32] best=72916.63 (+-336.85 vs bank) it=440 acc=440 [567s]
[E-678 s32] best=72918.47 (+-335.01 vs bank) it=445 acc=445 [573s]
[E-678 s32] best=72920.58 (+-332.90 vs bank) it=454 acc=454 [584s]
[E-678 s32] best=72923.74 (+-329.74 vs bank) it=473 acc=473 [608s]
[E-678 s32] best=72924.29 (+-329.19 vs bank) it=476 acc=476 [612s]
[E-678 s32] best=72925.41 (+-328.07 vs bank) it=477 acc=477 [613s]
[E-678 s32] best=72927.15 (+-326.33 vs bank) it=481 acc=481 [618s]
[E-678 s32] best=72927.64 (+-325.84 vs bank) it=499 acc=499 [640s]
[E-678 s32] it=500 cur=72927.64 best=72927.64 [641s]
[E-678 s32] best=72928.38 (+-325.10 vs bank) it=520 acc=520 [666s]
[E-678 s32] best=72928.72 (+-324.76 vs bank) it=573 acc=573 [733s]
[E-678 s32] best=72930.41 (+-323.07 vs bank) it=575 acc=575 [735s]
[E-678 s32] best=72931.21 (+-322.27 vs bank) it=577 acc=577 [738s]
[E-678 s32] best=72932.46 (+-321.02 vs bank) it=593 acc=593 [758s]
[E-678 s32] best=72933.24 (+-320.24 vs bank) it=600 acc=600 [766s]
[E-678 s32] it=600 cur=72933.24 best=72933.24 [766s]
[E-678 s32] best=72933.70 (+-319.78 vs bank) it=691 acc=691 [880s]
[E-678 s32] it=700 cur=72933.70 best=72933.70 [891s]
[E-678 s32] best=72933.92 (+-319.56 vs bank) it=727 acc=727 [925s]
[E-678 s32] best=72934.62 (+-318.86 vs bank) it=739 acc=739 [940s]
[E-678 s32] best=72934.93 (+-318.54 vs bank) it=742 acc=742 [943s]
[E-678 s32] best=72936.19 (+-317.29 vs bank) it=756 acc=756 [961s]
[E-678 s32] best=72938.19 (+-315.29 vs bank) it=799 acc=799 [1015s]
[E-678 s32] it=800 cur=72938.19 best=72938.19 [1016s]
[E-678 s32] best=72939.40 (+-314.08 vs bank) it=824 acc=824 [1046s]
[E-678 s32] best=72941.90 (+-311.58 vs bank) it=825 acc=825 [1048s]
[E-678 s32] it=900 cur=72941.90 best=72941.90 [1142s]
[E-678 s32] best=72946.38 (+-307.10 vs bank) it=981 acc=981 [1244s]
[E-678 s32] best=72946.47 (+-307.01 vs bank) it=990 acc=990 [1255s]
[E-678 s32] it=1000 cur=72946.47 best=72946.47 [1267s]
[E-678 s32] best=72948.05 (+-305.43 vs bank) it=1083 acc=1083 [1371s]
[E-678 s32] it=1100 cur=72948.05 best=72948.05 [1393s]
[E-678 s32] it=1200 cur=72948.05 best=72948.05 [1517s]
[E-678 s32] it=1300 cur=72948.05 best=72948.05 [1637s]
[E-678 s32] best=72948.20 (+-305.28 vs bank) it=1328 acc=1328 [1670s]
[E-678 s32] it=1400 cur=72948.20 best=72948.20 [1761s]
[E-678 s32] it=1500 cur=72948.20 best=72948.20 [1886s]
[E-678 s32] best=72948.71 (+-304.77 vs bank) it=1573 acc=1573 [1976s]
[E-678 s32] best=72949.18 (+-304.30 vs bank) it=1574 acc=1574 [1977s]
[E-678 s32] it=1600 cur=72949.18 best=72949.18 [2010s]
[E-678 s32] it=1700 cur=72949.18 best=72949.18 [2135s]
[E-678 s32] best=72949.28 (+-304.20 vs bank) it=1768 acc=1768 [2219s]
[E-678 s32] best=72951.27 (+-302.21 vs bank) it=1770 acc=1770 [2222s]
[E-678 s32] best=72951.80 (+-301.68 vs bank) it=1797 acc=1797 [2255s]
[E-678 s32] it=1800 cur=72951.80 best=72951.80 [2259s]
[E-678 s32] best=72951.97 (+-301.51 vs bank) it=1814 acc=1814 [2276s]
[E-678 s32] best=72953.93 (+-299.55 vs bank) it=1816 acc=1816 [2279s]
[E-678 s32] best=72954.44 (+-299.04 vs bank) it=1827 acc=1827 [2292s]
[E-678 s32] best=72956.46 (+-297.02 vs bank) it=1834 acc=1834 [2301s]
[E-678 s32] best=72958.25 (+-295.23 vs bank) it=1851 acc=1851 [2322s]
[E-678 s32] best=72959.00 (+-294.48 vs bank) it=1854 acc=1854 [2326s]
[E-678 s32] best=72959.19 (+-294.29 vs bank) it=1857 acc=1857 [2330s]
[E-678 s32] best=72959.32 (+-294.16 vs bank) it=1871 acc=1871 [2347s]
[E-678 s32] best=72959.34 (+-294.14 vs bank) it=1872 acc=1872 [2348s]
[E-678 s32] it=1900 cur=72959.34 best=72959.34 [2383s]
[E-678 s32] best=72959.81 (+-293.67 vs bank) it=1914 acc=1914 [2401s]
[E-678 s32] best=72960.02 (+-293.46 vs bank) it=1929 acc=1929 [2419s]
[E-678 s32] best=72960.95 (+-292.53 vs bank) it=1932 acc=1932 [2423s]
[E-678 s32] best=72961.52 (+-291.96 vs bank) it=1951 acc=1951 [2447s]
[E-678 s32] best=72961.56 (+-291.92 vs bank) it=1966 acc=1966 [2466s]
[E-678 s32] best=72962.02 (+-291.46 vs bank) it=1967 acc=1967 [2467s]
[E-678 s32] best=72962.33 (+-291.15 vs bank) it=1975 acc=1975 [2477s]
[E-678 s32] best=72963.60 (+-289.88 vs bank) it=1979 acc=1979 [2482s]
[E-678 s32] best=72964.32 (+-289.16 vs bank) it=1998 acc=1998 [2506s]
[E-678 s32] it=2000 cur=72964.32 best=72964.32 [2508s]
[E-678 s32] best=72964.40 (+-289.08 vs bank) it=2007 acc=2007 [2517s]
[E-678 s32] best=72965.55 (+-287.93 vs bank) it=2009 acc=2009 [2520s]
[E-678 s32] best=72966.52 (+-286.96 vs bank) it=2040 acc=2040 [2558s]
[E-678 s32] best=72966.67 (+-286.81 vs bank) it=2041 acc=2041 [2559s]
[E-678 s32] best=72967.56 (+-285.92 vs bank) it=2049 acc=2049 [2569s]
[E-678 s32] best=72967.86 (+-285.62 vs bank) it=2057 acc=2057 [2579s]
[E-678 s32] best=72971.01 (+-282.47 vs bank) it=2058 acc=2058 [2580s]
[E-678 s32] best=72971.02 (+-282.46 vs bank) it=2065 acc=2065 [2589s]
[E-678 s32] best=72971.25 (+-282.23 vs bank) it=2073 acc=2073 [2599s]
[E-678 s32] it=2100 cur=72971.25 best=72971.25 [2632s]
[E-678 s32] best=72971.27 (+-282.21 vs bank) it=2103 acc=2103 [2636s]
[E-678 s32] best=72971.88 (+-281.60 vs bank) it=2104 acc=2104 [2637s]
[E-678 s32] best=72972.66 (+-280.82 vs bank) it=2127 acc=2127 [2666s]
[E-678 s32] best=72974.64 (+-278.84 vs bank) it=2129 acc=2129 [2669s]
[E-678 s32] best=72974.79 (+-278.69 vs bank) it=2133 acc=2133 [2674s]
[E-678 s32] best=72976.41 (+-277.07 vs bank) it=2134 acc=2134 [2675s]
[E-678 s32] best=72976.70 (+-276.78 vs bank) it=2137 acc=2137 [2679s]
[E-678 s32] best=72976.92 (+-276.56 vs bank) it=2146 acc=2146 [2690s]
[E-678 s32] best=72977.59 (+-275.89 vs bank) it=2148 acc=2148 [2692s]
[E-678 s32] best=72977.70 (+-275.78 vs bank) it=2149 acc=2149 [2693s]
[E-678 s32] best=72978.71 (+-274.77 vs bank) it=2150 acc=2150 [2694s]
[E-678 s32] best=72979.19 (+-274.29 vs bank) it=2159 acc=2159 [2705s]
[E-678 s32] best=72980.52 (+-272.96 vs bank) it=2172 acc=2172 [2721s]
[E-678 s32] best=72980.88 (+-272.60 vs bank) it=2174 acc=2174 [2724s]
[E-678 s32] best=72982.00 (+-271.48 vs bank) it=2176 acc=2176 [2726s]
[E-678 s32] best=72982.22 (+-271.26 vs bank) it=2178 acc=2178 [2729s]
[E-678 s32] best=72982.61 (+-270.87 vs bank) it=2179 acc=2179 [2730s]
[E-678 s32] it=2200 cur=72982.61 best=72982.61 [2756s]
[E-678 s32] best=72984.15 (+-269.33 vs bank) it=2213 acc=2213 [2771s]
[E-678 s32] best=72986.20 (+-267.28 vs bank) it=2217 acc=2217 [2776s]
[E-678 s32] best=72986.92 (+-266.56 vs bank) it=2223 acc=2223 [2784s]
[E-678 s32] best=72989.59 (+-263.89 vs bank) it=2225 acc=2225 [2786s]
[E-678 s32] best=72991.14 (+-262.34 vs bank) it=2228 acc=2228 [2790s]
[E-678 s32] best=72991.97 (+-261.51 vs bank) it=2240 acc=2240 [2804s]
[E-678 s32] best=72992.03 (+-261.45 vs bank) it=2254 acc=2254 [2820s]
[E-678 s32] best=72992.68 (+-260.80 vs bank) it=2260 acc=2260 [2827s]
[E-678 s32] best=72994.25 (+-259.23 vs bank) it=2262 acc=2262 [2829s]
[E-678 s32] best=72994.44 (+-259.04 vs bank) it=2263 acc=2263 [2830s]
[E-678 s32] best=72994.77 (+-258.71 vs bank) it=2269 acc=2269 [2837s]
[E-678 s32] best=72995.65 (+-257.83 vs bank) it=2273 acc=2273 [2842s]
[E-678 s32] best=72995.90 (+-257.58 vs bank) it=2274 acc=2274 [2843s]
[E-678 s32] best=72996.03 (+-257.45 vs bank) it=2276 acc=2276 [2845s]
[E-678 s32] best=72996.93 (+-256.55 vs bank) it=2286 acc=2286 [2857s]
[E-678 s32] best=72997.47 (+-256.01 vs bank) it=2287 acc=2287 [2858s]
[E-678 s32] best=72997.47 (+-256.01 vs bank) it=2290 acc=2290 [2862s]
[E-678 s32] best=72999.29 (+-254.19 vs bank) it=2294 acc=2294 [2866s]
[E-678 s32] it=2300 cur=72999.29 best=72999.29 [2873s]
[E-678 s32] best=73000.89 (+-252.59 vs bank) it=2301 acc=2301 [2874s]
[E-678 s32] best=73001.24 (+-252.24 vs bank) it=2302 acc=2302 [2876s]
[E-678 s32] best=73001.37 (+-252.11 vs bank) it=2307 acc=2307 [2881s]
[E-678 s32] best=73001.96 (+-251.52 vs bank) it=2308 acc=2308 [2883s]
[E-678 s32] best=73002.13 (+-251.35 vs bank) it=2310 acc=2310 [2885s]
[E-678 s32] best=73002.34 (+-251.14 vs bank) it=2311 acc=2311 [2886s]
[E-678 s32] best=73003.98 (+-249.50 vs bank) it=2315 acc=2315 [2891s]
[E-678 s32] best=73004.10 (+-249.38 vs bank) it=2316 acc=2316 [2892s]
[E-678 s32] best=73005.30 (+-248.18 vs bank) it=2318 acc=2318 [2894s]
[E-678 s32] best=73005.53 (+-247.95 vs bank) it=2319 acc=2319 [2896s]
[E-678 s32] best=73006.57 (+-246.91 vs bank) it=2324 acc=2324 [2901s]
[E-678 s32] best=73008.06 (+-245.42 vs bank) it=2325 acc=2325 [2902s]
[E-678 s32] best=73009.51 (+-243.97 vs bank) it=2327 acc=2327 [2905s]
[E-678 s32] best=73010.57 (+-242.91 vs bank) it=2331 acc=2331 [2909s]
[E-678 s32] best=73010.69 (+-242.79 vs bank) it=2335 acc=2335 [2914s]
[E-678 s32] best=73011.46 (+-242.02 vs bank) it=2340 acc=2340 [2920s]
[E-678 s32] best=73012.97 (+-240.51 vs bank) it=2345 acc=2345 [2926s]
[E-678 s32] best=73013.05 (+-240.43 vs bank) it=2346 acc=2346 [2927s]
[E-678 s32] best=73013.61 (+-239.87 vs bank) it=2348 acc=2348 [2929s]
[E-678 s32] best=73015.12 (+-238.36 vs bank) it=2357 acc=2357 [2940s]
[E-678 s32] best=73016.93 (+-236.54 vs bank) it=2360 acc=2360 [2943s]
