error    libmamba Could not set lock (Resource temporarily unavailable)
warning  libmamba Cannot lock '/home/julian/.cache/mamba/proc'
[E-726e-f] it322000: best_depth 167 [1817s]
[E-726e-f] it324000: best_depth 167 [1828s]
[E-726e-f] it326000: best_depth 167 [1840s]
[E-726e-f] it328000: best_depth 167 [1851s]
[E-726e-f] it330000: best_depth 167 [1862s]
[E-726e-f] it332000: best_depth 167 [1874s]
[E-726e-f] it334000: best_depth 167 [1885s]
[E-726e-f] it336000: best_depth 167 [1896s]
[E-726e-f] it338000: best_depth 167 [1907s]
[E-726e-f] it340000: best_depth 167 [1918s]
[E-726e-f] it342000: best_depth 167 [1929s]
[E-726e-f] it344000: best_depth 167 [1941s]
[E-726e-f] it346000: best_depth 167 [1952s]
[E-726e-f] it348000: best_depth 167 [1963s]
[E-726e-f] it350000: best_depth 167 [1974s]
[E-726e-f] it352000: best_depth 167 [1986s]
[E-726e-f] it354000: best_depth 167 [1997s]
[E-726e-f] it356000: best_depth 167 [2008s]
[E-726e-f] it358000: best_depth 167 [2019s]
[E-726e-f] it360000: best_depth 167 [2030s]
[E-726e-f] it362000: best_depth 167 [2042s]
[E-726e-f] it364000: best_depth 167 [2053s]
[E-726e-f] it366000: best_depth 167 [2064s]
[E-726e-f] it368000: best_depth 167 [2075s]
[E-726e-f] it370000: best_depth 167 [2086s]
[E-726e-f] it372000: best_depth 167 [2098s]
[E-726e-f] it374000: best_depth 167 [2109s]
[E-726e-f] it376000: best_depth 167 [2120s]
[E-726e-f] it378000: best_depth 167 [2132s]
[E-726e-f] it380000: best_depth 167 [2143s]
[E-726e-f] it382000: best_depth 167 [2154s]
[E-726e-f] it384000: best_depth 167 [2166s]
[E-726e-f] it386000: best_depth 167 [2177s]
[E-726e-f] it388000: best_depth 167 [2188s]
[E-726e-f] it390000: best_depth 167 [2200s]
[E-726e-f] it392000: best_depth 167 [2211s]
[E-726e-f] it394000: best_depth 167 [2222s]
[E-726e-f] it396000: best_depth 167 [2233s]
[E-726e-f] it398000: best_depth 167 [2244s]
[E-726e-f] it400000: best_depth 167 [2255s]
[E-726e-f] it402000: best_depth 167 [2266s]
[E-726e-f] it404000: best_depth 167 [2278s]
[E-726e-f] it406000: best_depth 167 [2289s]
[E-726e-f] it408000: best_depth 167 [2300s]
[E-726e-f] it410000: best_depth 167 [2311s]
[E-726e-f] it412000: best_depth 167 [2323s]
[E-726e-f] it414000: best_depth 167 [2334s]
[E-726e-f] it416000: best_depth 167 [2345s]
[E-726e-f] it418000: best_depth 167 [2356s]
[E-726e-f] it420000: best_depth 167 [2368s]
[E-726e-f] it422000: best_depth 167 [2379s]
[E-726e-f] it424000: best_depth 167 [2390s]
[E-726e-f] it426000: best_depth 167 [2402s]
[E-726e-f] it428000: best_depth 167 [2413s]
[E-726e-f] it430000: best_depth 167 [2424s]
[E-726e-f] it432000: best_depth 167 [2435s]
[E-726e-f] it434000: best_depth 167 [2446s]
[E-726e-f] it436000: best_depth 167 [2458s]
[E-726e-f] it438000: best_depth 167 [2469s]
[E-726e-f] it440000: best_depth 167 [2480s]
[E-726e-f] it442000: best_depth 167 [2492s]
[E-726e-f] it444000: best_depth 167 [2503s]
[E-726e-f] it446000: best_depth 167 [2515s]
[E-726e-f] it448000: best_depth 167 [2526s]
[E-726e-f] it450000: best_depth 167 [2537s]
[E-726e-f] it452000: best_depth 167 [2548s]
[E-726e-f] it454000: best_depth 167 [2560s]
[E-726e-f] it456000: best_depth 167 [2571s]
[E-726e-f] it458000: best_depth 167 [2583s]
[E-726e-f] it460000: best_depth 167 [2594s]
[E-726e-f] it462000: best_depth 167 [2605s]
[E-726e-f] it464000: best_depth 167 [2616s]
[E-726e-f] it466000: best_depth 167 [2627s]
[E-726e-f] it468000: best_depth 167 [2639s]
[E-726e-f] it470000: best_depth 167 [2650s]
[E-726e-f] it472000: best_depth 167 [2661s]
[E-726e-f] it474000: best_depth 167 [2672s]
[E-726e-f] it476000: best_depth 167 [2684s]
[E-726e-f] it478000: best_depth 167 [2695s]
[E-726e-f] it480000: best_depth 167 [2706s]
[E-726e-f] it482000: best_depth 167 [2718s]
[E-726e-f] it484000: best_depth 167 [2729s]
[E-726e-f] it486000: best_depth 167 [2740s]
[E-726e-f] it488000: best_depth 167 [2751s]
[E-726e-f] it490000: best_depth 167 [2763s]
[E-726e-f] it492000: best_depth 167 [2775s]
[E-726e-f] it494000: best_depth 167 [2787s]
[E-726e-f] it496000: best_depth 167 [2799s]
